Percentage served,Time in ms
0,56.347
1,78.920
2,135.244
3,187.758
4,244.492
5,295.442
6,348.974
7,409.152
8,467.728
9,528.167
10,531.588
11,533.739
12,534.842
13,535.484
14,536.374
15,536.905
16,537.540
17,538.312
18,538.376
19,538.588
20,538.696
21,539.205
22,540.422
23,540.555
24,540.916
25,541.172
26,541.340
27,541.403
28,542.187
29,542.357
30,542.661
31,542.911
32,543.567
33,543.820
34,544.379
35,545.028
36,545.561
37,546.207
38,546.280
39,546.558
40,547.087
41,547.318
42,547.499
43,547.540
44,547.937
45,548.292
46,548.372
47,548.583
48,548.821
49,549.893
50,550.261
51,550.649
52,550.968
53,551.483
54,551.681
55,552.191
56,553.636
57,554.826
58,554.999
59,556.187
60,556.569
61,556.853
62,557.565
63,558.139
64,558.734
65,558.971
66,559.290
67,560.000
68,560.762
69,561.001
70,561.184
71,561.968
72,562.217
73,563.011
74,564.187
75,565.165
76,565.195
77,565.461
78,566.374
79,567.192
80,569.556
81,571.211
82,572.475
83,574.528
84,575.474
85,577.820
86,582.869
87,584.175
88,584.428
89,585.802
90,651.619
91,653.130
92,655.051
93,656.777
94,657.331
95,659.444
96,661.000
97,661.247
98,662.275
99,664.441
100,664.895
