starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 15:11:21 2021	1624108281	21	27	48	26
Sat Jun 19 15:11:21 2021	1624108281	26	26	52	24
Sat Jun 19 15:11:21 2021	1624108281	25	28	53	27
Sat Jun 19 15:11:21 2021	1624108281	26	28	54	27
Sat Jun 19 15:11:22 2021	1624108282	22	34	56	34
Sat Jun 19 15:11:22 2021	1624108282	27	31	58	30
Sat Jun 19 15:11:21 2021	1624108281	26	32	58	31
Sat Jun 19 15:11:21 2021	1624108281	24	34	58	34
Sat Jun 19 15:11:21 2021	1624108281	23	45	68	44
Sat Jun 19 15:11:21 2021	1624108281	35	34	69	33
