Percentage served,Time in ms
0,62.465
1,169.790
2,313.713
3,459.521
4,621.306
5,759.426
6,905.340
7,1039.906
8,1191.638
9,1312.730
10,1325.002
11,1338.374
12,1342.001
13,1343.963
14,1345.603
15,1354.382
16,1355.808
17,1356.695
18,1357.513
19,1358.253
20,1359.453
21,1360.881
22,1361.392
23,1361.707
24,1362.457
25,1362.714
26,1363.352
27,1363.933
28,1364.787
29,1365.975
30,1367.347
31,1368.162
32,1369.354
33,1369.743
34,1370.962
35,1372.114
36,1372.807
37,1373.285
38,1373.727
39,1374.588
40,1375.362
41,1375.930
42,1376.654
43,1377.923
44,1378.490
45,1378.976
46,1379.909
47,1380.713
48,1381.103
49,1381.501
50,1382.121
51,1382.872
52,1383.823
53,1384.301
54,1384.869
55,1385.639
56,1386.409
57,1387.111
58,1387.811
59,1389.691
60,1393.209
61,1396.379
62,1398.060
63,1402.627
64,1404.383
65,1406.364
66,1407.413
67,1408.082
68,1408.505
69,1409.383
70,1410.812
71,1411.709
72,1412.291
73,1412.923
74,1413.459
75,1414.983
76,1415.602
77,1416.076
78,1418.230
79,1419.737
80,1420.358
81,1421.320
82,1422.181
83,1424.318
84,1425.579
85,1428.070
86,1430.281
87,1434.950
88,1441.573
89,1447.307
90,1475.759
91,1485.985
92,1495.034
93,1508.118
94,1513.829
95,1514.801
96,1521.440
97,1524.052
98,1527.438
99,1528.120
100,1531.572
