Percentage served,Time in ms
0,45.359
1,47.584
2,48.572
3,49.277
4,49.609
5,49.921
6,50.317
7,50.471
8,50.773
9,51.045
10,51.291
11,51.726
12,51.831
13,51.989
14,52.018
15,52.149
16,52.310
17,52.487
18,52.735
19,53.190
20,53.395
21,53.523
22,53.722
23,53.825
24,53.892
25,53.931
26,54.072
27,54.265
28,54.451
29,54.581
30,54.739
31,54.814
32,54.896
33,54.991
34,55.534
35,55.741
36,55.837
37,55.891
38,56.068
39,56.164
40,56.198
41,56.417
42,56.661
43,56.822
44,56.943
45,57.011
46,57.113
47,57.195
48,57.224
49,57.325
50,57.452
51,57.552
52,57.631
53,57.890
54,57.914
55,58.005
56,58.156
57,58.268
58,58.459
59,58.603
60,58.674
61,58.888
62,58.960
63,59.016
64,59.259
65,59.506
66,59.742
67,59.832
68,59.965
69,60.009
70,60.014
71,60.141
72,60.172
73,60.380
74,60.422
75,60.531
76,60.909
77,61.009
78,61.242
79,61.871
80,62.075
81,62.295
82,62.422
83,62.850
84,63.886
85,64.170
86,64.276
87,64.420
88,64.650
89,65.053
90,65.306
91,65.739
92,66.086
93,66.413
94,67.193
95,68.456
96,70.530
97,73.001
98,74.720
99,76.637
100,149.629
