Percentage served,Time in ms
0,57.953
1,65.157
2,85.868
3,118.646
4,143.639
5,171.880
6,201.064
7,235.724
8,259.549
9,285.100
10,323.706
11,349.241
12,375.160
13,409.862
14,439.701
15,467.250
16,490.630
17,517.063
18,553.437
19,584.274
20,613.018
21,639.054
22,663.607
23,688.831
24,721.752
25,746.746
26,772.914
27,800.251
28,827.315
29,831.941
30,832.977
31,834.362
32,836.218
33,837.544
34,837.850
35,838.620
36,838.803
37,840.832
38,841.250
39,841.770
40,841.964
41,841.984
42,842.188
43,842.361
44,842.449
45,842.598
46,842.677
47,842.694
48,843.005
49,843.041
50,843.146
51,843.755
52,844.041
53,844.517
54,844.524
55,844.578
56,844.717
57,844.917
58,844.937
59,845.241
60,845.258
61,845.295
62,845.813
63,846.060
64,846.426
65,846.516
66,847.055
67,847.384
68,847.699
69,847.856
70,848.807
71,849.010
72,849.294
73,849.295
74,849.817
75,850.243
76,850.341
77,850.451
78,850.551
79,851.165
80,851.563
81,851.591
82,852.387
83,852.510
84,852.876
85,853.243
86,855.071
87,855.364
88,857.456
89,860.477
90,862.397
91,862.868
92,864.947
93,867.125
94,867.253
95,872.838
96,873.963
97,874.106
98,874.469
99,878.424
100,878.424
