starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 15:12:08 2021	1624108328	25	41	66	40
Sat Jun 19 15:12:08 2021	1624108328	30	45	75	44
Sat Jun 19 15:12:08 2021	1624108328	27	57	84	57
Sat Jun 19 15:12:08 2021	1624108328	29	84	113	84
Sat Jun 19 15:12:08 2021	1624108328	22	113	135	86
Sat Jun 19 15:12:08 2021	1624108328	25	135	161	108
Sat Jun 19 15:12:08 2021	1624108328	29	161	190	134
Sat Jun 19 15:12:08 2021	1624108328	23	190	213	163
Sat Jun 19 15:12:08 2021	1624108328	23	214	237	187
Sat Jun 19 15:12:08 2021	1624108328	25	238	264	211
Sat Jun 19 15:12:08 2021	1624108328	34	264	297	237
Sat Jun 19 15:12:08 2021	1624108328	27	297	324	270
Sat Jun 19 15:12:08 2021	1624108328	34	324	359	297
Sat Jun 19 15:12:08 2021	1624108328	25	360	384	332
Sat Jun 19 15:12:08 2021	1624108328	27	384	411	357
Sat Jun 19 15:12:08 2021	1624108328	31	410	441	384
Sat Jun 19 15:12:08 2021	1624108328	27	442	469	416
Sat Jun 19 15:12:08 2021	1624108328	26	470	496	444
Sat Jun 19 15:12:08 2021	1624108328	28	496	524	470
Sat Jun 19 15:12:08 2021	1624108328	29	524	553	498
Sat Jun 19 15:12:08 2021	1624108328	28	553	581	527
Sat Jun 19 15:12:08 2021	1624108328	26	582	608	556
Sat Jun 19 15:12:08 2021	1624108328	24	608	631	582
Sat Jun 19 15:12:08 2021	1624108328	31	631	662	605
Sat Jun 19 15:12:08 2021	1624108328	25	662	687	636
Sat Jun 19 15:12:08 2021	1624108328	25	688	714	662
Sat Jun 19 15:12:08 2021	1624108328	26	713	738	688
Sat Jun 19 15:12:07 2021	1624108327	27	738	766	713
Sat Jun 19 15:12:07 2021	1624108327	24	766	789	741
Sat Jun 19 15:12:04 2021	1624108324	28	780	808	675
Sat Jun 19 15:12:04 2021	1624108324	27	787	814	596
Sat Jun 19 15:12:04 2021	1624108324	26	789	815	623
Sat Jun 19 15:12:04 2021	1624108324	29	786	815	535
Sat Jun 19 15:12:04 2021	1624108324	32	783	815	564
Sat Jun 19 15:12:04 2021	1624108324	24	791	815	736
Sat Jun 19 15:12:04 2021	1624108324	26	790	816	649
Sat Jun 19 15:12:05 2021	1624108325	26	791	816	357
Sat Jun 19 15:12:04 2021	1624108324	33	784	817	703
Sat Jun 19 15:12:05 2021	1624108325	29	789	817	383
Sat Jun 19 15:12:05 2021	1624108325	24	793	817	190
Sat Jun 19 15:12:05 2021	1624108325	25	792	818	332
Sat Jun 19 15:12:05 2021	1624108325	26	792	818	412
Sat Jun 19 15:12:03 2021	1624108323	29	789	818	218
Sat Jun 19 15:12:03 2021	1624108323	25	794	819	193
Sat Jun 19 15:12:03 2021	1624108323	28	791	819	247
Sat Jun 19 15:12:05 2021	1624108325	32	788	820	300
Sat Jun 19 15:12:07 2021	1624108327	27	793	820	793
Sat Jun 19 15:12:03 2021	1624108323	27	793	820	113
Sat Jun 19 15:12:07 2021	1624108327	30	790	820	765
Sat Jun 19 15:12:04 2021	1624108324	30	790	820	761
Sat Jun 19 15:12:03 2021	1624108323	23	797	820	170
Sat Jun 19 15:12:03 2021	1624108323	29	791	820	791
Sat Jun 19 15:12:03 2021	1624108323	30	791	821	328
Sat Jun 19 15:12:03 2021	1624108323	25	796	821	87
Sat Jun 19 15:12:03 2021	1624108323	28	793	821	793
Sat Jun 19 15:12:03 2021	1624108323	27	795	822	301
Sat Jun 19 15:12:04 2021	1624108324	26	796	822	509
Sat Jun 19 15:12:03 2021	1624108323	26	796	822	275
Sat Jun 19 15:12:05 2021	1624108325	26	796	822	163
