Percentage served,Time in ms
0,45.446
1,46.982
2,48.180
3,48.880
4,49.266
5,49.769
6,50.000
7,50.162
8,50.456
9,50.755
10,50.931
11,51.154
12,51.373
13,51.540
14,51.725
15,51.847
16,51.987
17,52.088
18,52.191
19,52.375
20,52.511
21,52.626
22,52.837
23,53.020
24,53.231
25,53.434
26,53.590
27,53.716
28,53.872
29,54.021
30,54.203
31,54.380
32,54.502
33,54.726
34,54.872
35,54.982
36,55.104
37,55.237
38,55.329
39,55.479
40,55.593
41,55.745
42,55.875
43,55.998
44,56.036
45,56.159
46,56.273
47,56.463
48,56.625
49,56.718
50,56.877
51,57.000
52,57.070
53,57.242
54,57.383
55,57.509
56,57.684
57,57.779
58,57.940
59,58.019
60,58.183
61,58.330
62,58.379
63,58.581
64,58.710
65,58.930
66,59.075
67,59.114
68,59.212
69,59.448
70,59.651
71,59.785
72,59.946
73,60.124
74,60.321
75,60.566
76,60.760
77,61.000
78,61.205
79,61.429
80,61.588
81,61.820
82,61.983
83,62.256
84,62.479
85,62.797
86,63.117
87,63.482
88,63.880
89,64.168
90,64.643
91,65.150
92,65.419
93,65.688
94,66.179
95,67.381
96,67.993
97,69.699
98,71.989
99,77.490
100,1034.502
