Percentage served,Time in ms
0,67.934
1,302.361
2,571.187
3,846.247
4,1112.100
5,1338.735
6,1349.656
7,1356.809
8,1357.920
9,1359.099
10,1359.773
11,1360.264
12,1361.003
13,1361.635
14,1362.631
15,1363.519
16,1363.944
17,1364.683
18,1365.383
19,1366.049
20,1366.528
21,1367.248
22,1367.750
23,1368.239
24,1368.617
25,1369.053
26,1369.436
27,1369.977
28,1370.423
29,1370.875
30,1371.296
31,1371.812
32,1372.249
33,1373.250
34,1373.775
35,1374.142
36,1374.710
37,1375.083
38,1375.410
39,1375.739
40,1376.328
41,1376.640
42,1377.192
43,1377.456
44,1377.918
45,1378.227
46,1378.505
47,1379.048
48,1379.483
49,1379.864
50,1380.149
51,1380.725
52,1381.639
53,1382.179
54,1382.909
55,1383.463
56,1384.289
57,1385.000
58,1385.787
59,1386.607
60,1387.186
61,1387.766
62,1388.227
63,1389.140
64,1389.793
65,1390.506
66,1390.892
67,1391.141
68,1391.963
69,1392.711
70,1393.430
71,1393.860
72,1394.512
73,1395.179
74,1396.207
75,1397.327
76,1398.069
77,1399.043
78,1400.783
79,1402.108
80,1403.141
81,1404.385
82,1406.321
83,1408.988
84,1410.218
85,1413.280
86,1419.020
87,1440.563
88,1444.882
89,1451.871
90,1461.692
91,1466.927
92,1474.543
93,1479.807
94,1484.565
95,23926.699
96,45830.573
97,45833.845
98,45836.830
99,45841.198
100,45848.209
