Percentage served,Time in ms
0,57.394
1,83.576
2,93.511
3,120.280
4,143.878
5,170.132
6,197.812
7,221.817
8,247.165
9,278.562
10,303.986
11,329.142
12,356.343
13,384.172
14,409.273
15,436.250
16,458.864
17,485.696
18,524.426
19,556.188
20,584.645
21,619.149
22,648.953
23,676.522
24,702.390
25,729.993
26,757.640
27,789.036
28,820.581
29,862.877
30,889.958
31,923.504
32,957.213
33,981.797
34,1009.031
35,1037.483
36,1066.008
37,1089.291
38,1115.100
39,1142.480
40,1169.577
41,1197.106
42,1225.907
43,1251.988
44,1283.140
45,1309.884
46,1333.217
47,1360.500
48,1363.985
49,1364.414
50,1365.270
51,1370.211
52,1374.505
53,1375.201
54,1380.741
55,1384.944
56,1386.403
57,1389.316
58,1404.406
59,1407.607
60,1409.998
61,1410.296
62,1410.344
63,1411.109
64,1413.308
65,1413.894
66,1414.063
67,1414.079
68,1414.293
69,1415.810
70,1415.913
71,1416.086
72,1416.131
73,1416.556
74,1417.016
75,1417.631
76,1418.469
77,1418.653
78,1419.272
79,1420.800
80,1420.984
81,1421.779
82,1423.565
83,1424.150
84,1425.668
85,1427.548
86,1428.108
87,1438.352
88,1460.703
89,1462.003
90,1462.694
91,1463.574
92,1466.022
93,1466.195
94,1466.225
95,1467.283
96,1467.927
97,1469.349
98,1471.402
99,1482.904
100,1482.904
