Percentage served,Time in ms
0,65.251
1,75.340
2,134.358
3,190.742
4,242.684
5,298.951
6,350.721
7,409.750
8,469.252
9,522.225
10,589.277
11,651.819
12,705.387
13,760.600
14,814.876
15,872.250
16,927.653
17,988.004
18,1044.842
19,1107.841
20,1164.840
21,1214.075
22,1269.075
23,1329.075
24,1364.805
25,1366.782
26,1369.227
27,1370.578
28,1372.737
29,1373.404
30,1373.842
31,1374.761
32,1375.195
33,1375.429
34,1376.063
35,1376.264
36,1377.090
37,1377.298
38,1378.116
39,1379.271
40,1380.764
41,1381.490
42,1381.900
43,1382.544
44,1382.963
45,1383.164
46,1383.776
47,1384.025
48,1384.240
49,1384.632
50,1384.901
51,1385.900
52,1386.074
53,1386.128
54,1386.530
55,1387.902
56,1388.655
57,1389.646
58,1389.979
59,1390.703
60,1391.557
61,1391.814
62,1391.873
63,1392.144
64,1392.465
65,1393.449
66,1393.778
67,1394.164
68,1395.146
69,1395.401
70,1395.759
71,1397.051
72,1397.981
73,1399.022
74,1399.838
75,1400.540
76,1401.005
77,1401.791
78,1402.463
79,1402.626
80,1402.736
81,1402.795
82,1403.403
83,1403.765
84,1403.920
85,1404.868
86,1405.704
87,1406.467
88,1407.106
89,1407.909
90,1408.583
91,1408.973
92,1409.267
93,1411.157
94,1411.482
95,1411.783
96,1412.763
97,1413.158
98,1413.720
99,1417.780
100,1418.501
