starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 14:04:32 2021	1624104272	25	38	63	38
Sat Jun 19 14:04:32 2021	1624104272	26	40	66	39
Sat Jun 19 14:04:32 2021	1624104272	29	51	80	51
Sat Jun 19 14:04:32 2021	1624104272	27	80	108	55
Sat Jun 19 14:04:32 2021	1624104272	26	108	134	82
Sat Jun 19 14:04:32 2021	1624104272	23	135	158	109
Sat Jun 19 14:04:32 2021	1624104272	30	158	188	132
Sat Jun 19 14:04:32 2021	1624104272	32	189	220	162
Sat Jun 19 14:04:32 2021	1624104272	25	220	246	195
Sat Jun 19 14:04:32 2021	1624104272	24	246	270	220
Sat Jun 19 14:04:32 2021	1624104272	23	270	293	244
Sat Jun 19 14:04:32 2021	1624104272	27	293	320	267
Sat Jun 19 14:04:32 2021	1624104272	25	321	346	295
Sat Jun 19 14:04:32 2021	1624104272	26	346	372	321
Sat Jun 19 14:04:32 2021	1624104272	26	372	398	346
Sat Jun 19 14:04:32 2021	1624104272	28	398	426	372
Sat Jun 19 14:04:32 2021	1624104272	28	426	454	400
Sat Jun 19 14:04:31 2021	1624104271	27	454	481	428
Sat Jun 19 14:04:31 2021	1624104271	27	481	507	455
Sat Jun 19 14:04:17 2021	1624104257	22	498	520	446
Sat Jun 19 14:04:17 2021	1624104257	29	493	521	468
Sat Jun 19 14:04:16 2021	1624104256	24	498	522	453
Sat Jun 19 14:04:16 2021	1624104256	24	498	522	161
Sat Jun 19 14:04:16 2021	1624104256	26	497	523	214
Sat Jun 19 14:04:16 2021	1624104256	25	498	523	344
Sat Jun 19 14:04:16 2021	1624104256	29	494	523	185
Sat Jun 19 14:04:16 2021	1624104256	23	500	524	240
Sat Jun 19 14:04:22 2021	1624104262	24	499	524	397
Sat Jun 19 14:04:05 2021	1624104245	25	499	524	265
Sat Jun 19 14:04:16 2021	1624104256	28	497	525	265
Sat Jun 19 14:04:17 2021	1624104257	28	497	525	497
Sat Jun 19 14:04:16 2021	1624104256	26	499	525	427
Sat Jun 19 14:04:16 2021	1624104256	26	500	526	292
Sat Jun 19 14:04:16 2021	1624104256	25	501	526	319
Sat Jun 19 14:04:24 2021	1624104264	25	501	526	80
Sat Jun 19 14:04:05 2021	1624104245	27	499	526	290
Sat Jun 19 14:04:17 2021	1624104257	25	502	527	84
Sat Jun 19 14:04:17 2021	1624104257	27	500	527	57
Sat Jun 19 14:04:17 2021	1624104257	26	501	527	135
