Percentage served,Time in ms
0,66.692
1,168.258
2,291.495
3,436.773
4,523.496
5,525.354
6,526.341
7,527.633
8,529.057
9,530.842
10,531.737
11,532.305
12,533.405
13,534.082
14,534.761
15,535.406
16,535.724
17,536.221
18,536.448
19,536.588
20,536.800
21,537.055
22,537.376
23,537.631
24,537.726
25,537.963
26,538.065
27,538.480
28,539.023
29,539.445
30,539.812
31,539.960
32,540.136
33,540.462
34,540.863
35,541.160
36,541.600
37,542.081
38,542.327
39,542.659
40,542.894
41,543.127
42,543.532
43,543.938
44,544.122
45,544.477
46,545.007
47,545.319
48,545.730
49,545.944
50,546.216
51,546.429
52,546.864
53,547.199
54,547.647
55,548.089
56,548.633
57,548.878
58,549.119
59,549.314
60,549.657
61,549.926
62,550.211
63,550.822
64,551.468
65,551.797
66,552.044
67,552.394
68,552.561
69,553.250
70,553.547
71,554.000
72,554.397
73,554.798
74,555.205
75,555.583
76,556.126
77,557.146
78,557.366
79,557.804
80,558.118
81,558.882
82,559.692
83,560.035
84,561.081
85,561.758
86,561.981
87,562.677
88,563.974
89,564.436
90,565.162
91,565.704
92,566.154
93,568.245
94,569.144
95,571.729
96,601.630
97,607.859
98,612.130
99,617.171
100,624.137
