Percentage served,Time in ms
0,67.376
1,88.082
2,144.422
3,195.191
4,247.809
5,302.758
6,357.960
7,420.214
8,476.213
9,520.855
10,523.421
11,523.977
12,524.601
13,526.210
14,526.849
15,528.114
16,528.395
17,529.385
18,529.792
19,530.268
20,530.616
21,530.672
22,530.924
23,531.451
24,531.650
25,531.968
26,532.310
27,533.000
28,533.063
29,533.298
30,534.278
31,534.679
32,534.871
33,535.624
34,535.986
35,536.154
36,536.205
37,536.504
38,536.696
39,537.135
40,537.591
41,537.698
42,537.729
43,538.364
44,538.511
45,538.951
46,539.131
47,539.619
48,539.672
49,539.879
50,539.924
51,539.974
52,541.032
53,541.223
54,541.436
55,541.832
56,541.921
57,542.379
58,542.395
59,543.579
60,544.035
61,544.586
62,545.085
63,545.514
64,545.647
65,545.804
66,545.960
67,546.049
68,547.278
69,547.511
70,547.738
71,548.611
72,549.047
73,550.734
74,553.323
75,554.123
76,554.526
77,554.870
78,555.046
79,555.749
80,556.190
81,556.883
82,557.248
83,558.080
84,558.650
85,559.498
86,559.734
87,560.419
88,560.740
89,564.790
90,573.947
91,574.476
92,577.282
93,578.372
94,579.360
95,582.019
96,582.189
97,582.787
98,585.147
99,586.668
100,586.903
