Percentage served,Time in ms
0,44.556
1,47.027
2,47.738
3,48.396
4,48.666
5,49.007
6,49.198
7,49.634
8,50.001
9,50.304
10,50.622
11,50.934
12,51.223
13,51.366
14,51.555
15,51.738
16,51.925
17,52.033
18,52.270
19,52.348
20,52.444
21,52.535
22,52.702
23,52.862
24,53.002
25,53.259
26,53.399
27,53.582
28,53.795
29,53.929
30,53.985
31,54.000
32,54.088
33,54.162
34,54.612
35,54.693
36,54.730
37,54.900
38,55.014
39,55.129
40,55.327
41,55.405
42,55.545
43,55.766
44,55.960
45,56.000
46,56.026
47,56.069
48,56.190
49,56.377
50,56.511
51,56.852
52,56.968
53,57.000
54,57.142
55,57.262
56,57.387
57,57.513
58,57.647
59,57.750
60,57.843
61,57.903
62,58.021
63,58.132
64,58.208
65,58.285
66,58.563
67,58.668
68,58.807
69,58.986
70,59.003
71,59.112
72,59.281
73,59.416
74,59.580
75,59.939
76,60.081
77,60.194
78,60.350
79,60.575
80,60.783
81,60.992
82,61.002
83,61.159
84,61.614
85,61.688
86,61.978
87,62.083
88,62.516
89,62.837
90,63.076
91,63.325
92,63.901
93,64.141
94,64.613
95,65.391
96,67.105
97,68.834
98,70.924
99,72.858
100,87.000
