Percentage served,Time in ms
0,49.901
1,299.643
2,570.887
3,848.528
4,1119.433
5,1318.520
6,1324.585
7,1325.949
8,1326.903
9,1328.066
10,1328.998
11,1329.815
12,1331.429
13,1332.590
14,1333.619
15,1334.478
16,1335.660
17,1336.697
18,1338.024
19,1340.110
20,1342.343
21,1344.146
22,1344.876
23,1346.182
24,1348.216
25,1349.590
26,1350.249
27,1350.954
28,1351.452
29,1352.210
30,1352.762
31,1353.322
32,1353.816
33,1354.206
34,1354.628
35,1355.032
36,1355.497
37,1355.883
38,1356.253
39,1356.550
40,1357.009
41,1357.620
42,1358.035
43,1358.348
44,1358.813
45,1359.294
46,1360.164
47,1360.440
48,1360.853
49,1361.164
50,1361.905
51,1362.586
52,1363.152
53,1363.326
54,1363.791
55,1363.998
56,1364.564
57,1364.790
58,1365.322
59,1365.719
60,1366.414
61,1366.843
62,1367.088
63,1367.508
64,1368.073
65,1368.461
66,1369.060
67,1369.615
68,1370.076
69,1370.906
70,1371.129
71,1371.667
72,1372.127
73,1372.810
74,1373.413
75,1373.966
76,1374.489
77,1375.091
78,1375.606
79,1376.582
80,1377.304
81,1378.068
82,1378.601
83,1379.792
84,1380.274
85,1381.049
86,1382.079
87,1382.981
88,1384.971
89,1386.221
90,1387.309
91,1388.754
92,1390.550
93,1392.874
94,1396.203
95,2355.853
96,2361.691
97,2364.957
98,2369.192
99,2374.809
100,2380.245
