Percentage served,Time in ms
0,62.004
1,76.478
2,79.145
3,105.394
4,135.711
5,163.872
6,188.362
7,215.675
8,243.284
9,273.058
10,299.056
11,327.049
12,354.602
13,382.938
14,405.433
15,431.263
16,458.086
17,487.589
18,514.586
19,539.838
20,567.683
21,598.730
22,625.029
23,652.557
24,677.971
25,706.402
26,732.143
27,756.042
28,783.297
29,809.126
30,837.676
31,866.951
32,891.120
33,916.760
34,946.205
35,972.016
36,1000.931
37,1025.537
38,1054.832
39,1081.349
40,1107.837
41,1138.865
42,1167.412
43,1191.949
44,1217.436
45,1243.860
46,1283.331
47,1311.797
48,1340.289
49,1356.718
50,1358.507
51,1358.941
52,1359.053
53,1360.579
54,1360.785
55,1361.418
56,1361.468
57,1361.625
58,1362.223
59,1362.887
60,1363.055
61,1363.171
62,1363.545
63,1363.739
64,1363.767
65,1364.153
66,1364.247
67,1364.315
68,1365.277
69,1365.544
70,1365.623
71,1365.660
72,1366.330
73,1366.388
74,1366.396
75,1366.738
76,1366.798
77,1368.177
78,1368.645
79,1368.884
80,1368.929
81,1369.009
82,1369.019
83,1369.391
84,1369.552
85,1369.799
86,1369.945
87,1370.469
88,1370.541
89,1370.991
90,1371.350
91,1372.157
92,1372.174
93,1372.180
94,1372.496
95,1372.598
96,1372.934
97,1373.039
98,1377.382
99,1389.075
100,1389.075
