Percentage served,Time in ms
0,45.845
1,46.479
2,47.414
3,48.251
4,48.820
5,49.205
6,49.465
7,49.835
8,50.002
9,50.164
10,50.315
11,50.530
12,50.665
13,50.821
14,50.939
15,51.066
16,51.173
17,51.388
18,51.501
19,51.561
20,51.678
21,51.841
22,51.970
23,52.070
24,52.201
25,52.475
26,52.575
27,52.848
28,52.927
29,53.132
30,53.223
31,53.430
32,53.638
33,53.740
34,53.865
35,53.975
36,54.028
37,54.156
38,54.212
39,54.323
40,54.640
41,54.715
42,54.823
43,54.929
44,55.043
45,55.187
46,55.266
47,55.339
48,55.496
49,55.625
50,55.738
51,55.849
52,55.924
53,56.037
54,56.147
55,56.344
56,56.413
57,56.582
58,56.768
59,56.937
60,57.113
61,57.225
62,57.382
63,57.496
64,57.590
65,57.762
66,57.897
67,58.052
68,58.164
69,58.423
70,58.650
71,58.829
72,58.971
73,59.057
74,59.153
75,59.334
76,59.496
77,59.626
78,59.816
79,59.999
80,60.238
81,60.529
82,60.744
83,60.887
84,61.116
85,61.376
86,61.735
87,61.923
88,62.196
89,62.578
90,62.927
91,63.032
92,63.245
93,63.615
94,63.965
95,64.608
96,65.186
97,65.938
98,67.533
99,69.998
100,174.004
