Percentage served,Time in ms
0,52.844
1,162.873
2,293.561
3,429.560
4,558.561
5,696.742
6,800.604
7,803.292
8,804.602
9,805.149
10,806.043
11,806.690
12,807.115
13,807.754
14,808.304
15,808.974
16,809.273
17,809.657
18,810.025
19,810.261
20,810.675
21,811.200
22,811.659
23,812.018
24,812.252
25,812.387
26,812.797
27,813.008
28,813.318
29,813.509
30,813.731
31,813.802
32,814.255
33,814.489
34,814.791
35,814.912
36,815.176
37,815.450
38,815.627
39,815.748
40,815.929
41,816.200
42,816.448
43,816.624
44,816.806
45,816.956
46,817.117
47,817.426
48,817.643
49,817.801
50,817.925
51,818.138
52,818.248
53,818.343
54,818.495
55,818.679
56,819.079
57,819.504
58,819.654
59,820.017
60,820.103
61,820.274
62,820.452
63,820.632
64,820.888
65,821.136
66,821.348
67,821.581
68,821.688
69,821.964
70,822.142
71,822.400
72,822.586
73,822.881
74,823.656
75,824.227
76,824.534
77,825.108
78,825.654
79,826.147
80,826.820
81,827.229
82,827.427
83,828.081
84,829.397
85,830.429
86,831.710
87,832.184
88,833.233
89,834.103
90,834.441
91,835.928
92,837.239
93,837.970
94,840.719
95,842.334
96,845.361
97,846.907
98,850.055
99,854.717
100,857.431
