starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 14:00:38 2021	1624104038	30	30	60	29
Sat Jun 19 14:00:38 2021	1624104038	28	42	69	40
Sat Jun 19 14:00:38 2021	1624104038	26	61	86	60
Sat Jun 19 14:00:38 2021	1624104038	24	86	110	85
Sat Jun 19 14:00:38 2021	1624104038	28	110	138	109
Sat Jun 19 14:00:38 2021	1624104038	26	138	164	137
Sat Jun 19 14:00:38 2021	1624104038	24	164	188	163
Sat Jun 19 14:00:38 2021	1624104038	28	187	215	187
Sat Jun 19 14:00:38 2021	1624104038	28	215	243	215
Sat Jun 19 14:00:38 2021	1624104038	30	243	273	243
Sat Jun 19 14:00:38 2021	1624104038	26	273	299	273
Sat Jun 19 14:00:38 2021	1624104038	26	299	325	299
Sat Jun 19 14:00:38 2021	1624104038	30	325	355	325
Sat Jun 19 14:00:38 2021	1624104038	27	356	384	356
Sat Jun 19 14:00:38 2021	1624104038	26	384	410	384
Sat Jun 19 14:00:38 2021	1624104038	28	411	439	410
Sat Jun 19 14:00:38 2021	1624104038	25	440	464	82
Sat Jun 19 14:00:38 2021	1624104038	27	464	491	108
Sat Jun 19 14:00:38 2021	1624104038	24	491	516	135
Sat Jun 19 14:00:38 2021	1624104038	32	516	548	160
Sat Jun 19 14:00:38 2021	1624104038	26	547	573	192
Sat Jun 19 14:00:38 2021	1624104038	28	574	602	218
Sat Jun 19 14:00:38 2021	1624104038	24	603	627	247
Sat Jun 19 14:00:38 2021	1624104038	21	627	648	271
Sat Jun 19 14:00:38 2021	1624104038	28	648	676	292
Sat Jun 19 14:00:38 2021	1624104038	24	676	700	321
Sat Jun 19 14:00:38 2021	1624104038	28	701	729	346
Sat Jun 19 14:00:38 2021	1624104038	29	730	759	375
Sat Jun 19 14:00:38 2021	1624104038	29	760	788	404
Sat Jun 19 14:00:36 2021	1624104036	26	780	806	639
Sat Jun 19 14:00:36 2021	1624104036	24	783	807	615
Sat Jun 19 14:00:36 2021	1624104036	32	779	811	665
Sat Jun 19 14:00:36 2021	1624104036	25	786	811	590
Sat Jun 19 14:00:36 2021	1624104036	23	791	814	791
Sat Jun 19 14:00:36 2021	1624104036	26	788	814	511
Sat Jun 19 14:00:38 2021	1624104038	26	788	814	433
Sat Jun 19 14:00:36 2021	1624104036	27	788	814	563
Sat Jun 19 14:00:38 2021	1624104038	28	787	815	491
Sat Jun 19 14:00:36 2021	1624104036	26	789	816	733
Sat Jun 19 14:00:36 2021	1624104036	36	780	816	697
Sat Jun 19 14:00:36 2021	1624104036	26	790	816	537
Sat Jun 19 14:00:37 2021	1624104037	28	789	816	789
Sat Jun 19 14:00:38 2021	1624104038	27	790	817	519
Sat Jun 19 14:00:37 2021	1624104037	28	789	817	789
Sat Jun 19 14:00:36 2021	1624104036	21	796	817	346
Sat Jun 19 14:00:38 2021	1624104038	32	786	818	459
Sat Jun 19 14:00:37 2021	1624104037	24	795	819	763
Sat Jun 19 14:00:36 2021	1624104036	26	794	819	485
Sat Jun 19 14:00:36 2021	1624104036	25	795	820	460
Sat Jun 19 14:00:37 2021	1624104037	23	797	820	740
Sat Jun 19 14:00:38 2021	1624104038	28	794	821	546
Sat Jun 19 14:00:36 2021	1624104036	31	791	822	760
Sat Jun 19 14:00:37 2021	1624104037	28	795	822	711
Sat Jun 19 14:00:37 2021	1624104037	27	796	823	223
Sat Jun 19 14:00:36 2021	1624104036	26	797	823	435
Sat Jun 19 14:00:38 2021	1624104038	31	793	824	574
Sat Jun 19 14:00:38 2021	1624104038	26	798	824	605
Sat Jun 19 14:00:37 2021	1624104037	25	799	824	657
Sat Jun 19 14:00:37 2021	1624104037	28	796	824	115
Sat Jun 19 14:00:37 2021	1624104037	34	791	824	81
Sat Jun 19 14:00:37 2021	1624104037	29	796	825	683
Sat Jun 19 14:00:37 2021	1624104037	27	798	825	143
Sat Jun 19 14:00:37 2021	1624104037	28	798	826	170
Sat Jun 19 14:00:37 2021	1624104037	27	800	826	630
Sat Jun 19 14:00:36 2021	1624104036	27	800	827	319
Sat Jun 19 14:00:37 2021	1624104037	25	802	827	198
Sat Jun 19 14:00:36 2021	1624104036	28	801	829	292
Sat Jun 19 14:00:36 2021	1624104036	22	807	829	412
Sat Jun 19 14:00:37 2021	1624104037	27	806	833	289
Sat Jun 19 14:00:37 2021	1624104037	38	796	834	251
Sat Jun 19 14:00:36 2021	1624104036	25	810	836	155
Sat Jun 19 14:00:36 2021	1624104036	45	791	836	367
Sat Jun 19 14:00:36 2021	1624104036	28	809	837	180
Sat Jun 19 14:00:36 2021	1624104036	25	814	838	239
Sat Jun 19 14:00:36 2021	1624104036	27	812	838	128
Sat Jun 19 14:00:36 2021	1624104036	28	810	839	264
Sat Jun 19 14:00:37 2021	1624104037	30	809	839	317
Sat Jun 19 14:00:36 2021	1624104036	31	809	839	208
Sat Jun 19 14:00:37 2021	1624104037	27	816	843	657
Sat Jun 19 14:00:36 2021	1624104036	23	821	844	35
Sat Jun 19 14:00:36 2021	1624104036	25	820	845	103
