starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 14:01:10 2021	1624104070	26	31	57	31
Sat Jun 19 14:01:10 2021	1624104070	30	36	65	35
Sat Jun 19 14:01:10 2021	1624104070	27	57	84	57
Sat Jun 19 14:01:10 2021	1624104070	31	84	115	84
Sat Jun 19 14:01:10 2021	1624104070	28	115	143	115
Sat Jun 19 14:01:10 2021	1624104070	28	143	171	143
Sat Jun 19 14:01:10 2021	1624104070	22	171	193	171
Sat Jun 19 14:01:10 2021	1624104070	29	193	222	193
Sat Jun 19 14:01:10 2021	1624104070	26	222	248	222
Sat Jun 19 14:01:10 2021	1624104070	28	248	276	248
Sat Jun 19 14:01:10 2021	1624104070	28	276	304	276
Sat Jun 19 14:01:10 2021	1624104070	32	304	336	304
Sat Jun 19 14:01:10 2021	1624104070	25	336	360	336
Sat Jun 19 14:01:10 2021	1624104070	26	360	387	360
Sat Jun 19 14:01:10 2021	1624104070	26	387	413	387
Sat Jun 19 14:01:10 2021	1624104070	30	413	442	413
Sat Jun 19 14:01:10 2021	1624104070	28	442	471	442
Sat Jun 19 14:01:10 2021	1624104070	27	471	498	471
Sat Jun 19 14:01:10 2021	1624104070	30	498	529	498
Sat Jun 19 14:01:10 2021	1624104070	32	529	561	529
Sat Jun 19 14:01:10 2021	1624104070	24	561	585	561
Sat Jun 19 14:01:10 2021	1624104070	22	585	607	585
Sat Jun 19 14:01:10 2021	1624104070	29	607	636	607
Sat Jun 19 14:01:10 2021	1624104070	22	636	658	636
Sat Jun 19 14:01:09 2021	1624104069	28	658	686	658
Sat Jun 19 14:01:09 2021	1624104069	28	686	714	686
Sat Jun 19 14:01:09 2021	1624104069	23	714	737	714
Sat Jun 19 14:01:09 2021	1624104069	25	737	762	736
Sat Jun 19 14:01:05 2021	1624104065	19	771	790	771
Sat Jun 19 14:01:09 2021	1624104069	29	763	792	762
Sat Jun 19 14:01:05 2021	1624104065	30	764	794	713
Sat Jun 19 14:01:05 2021	1624104065	29	769	798	742
Sat Jun 19 14:01:05 2021	1624104065	26	772	798	635
Sat Jun 19 14:01:05 2021	1624104065	25	773	798	610
Sat Jun 19 14:01:05 2021	1624104065	24	776	800	688
Sat Jun 19 14:01:05 2021	1624104065	24	776	801	585
Sat Jun 19 14:01:05 2021	1624104065	27	774	801	661
Sat Jun 19 14:01:05 2021	1624104065	24	777	801	561
Sat Jun 19 14:01:09 2021	1624104069	24	785	809	193
Sat Jun 19 14:01:09 2021	1624104069	28	782	810	579
Sat Jun 19 14:01:05 2021	1624104065	28	782	810	533
Sat Jun 19 14:01:05 2021	1624104065	25	785	811	507
Sat Jun 19 14:01:05 2021	1624104065	27	784	811	323
