starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 22:39:53 2021	1624135193	27	168	194	166
Sat Jun 19 22:39:53 2021	1624135193	24	221	245	218
Sat Jun 19 22:39:53 2021	1624135193	24	223	247	222
Sat Jun 19 22:39:53 2021	1624135193	34	239	273	239
Sat Jun 19 22:39:53 2021	1624135193	26	268	294	266
Sat Jun 19 22:39:53 2021	1624135193	26	274	300	273
Sat Jun 19 22:39:52 2021	1624135192	28	273	301	273
Sat Jun 19 22:39:53 2021	1624135193	28	274	302	274
Sat Jun 19 22:39:53 2021	1624135193	25	293	318	293
Sat Jun 19 22:39:52 2021	1624135192	26	301	326	190
Sat Jun 19 22:39:52 2021	1624135192	28	326	354	215
Sat Jun 19 22:39:53 2021	1624135193	31	328	359	326
Sat Jun 19 22:39:52 2021	1624135192	25	354	379	243
Sat Jun 19 22:39:53 2021	1624135193	28	353	381	353
Sat Jun 19 22:39:52 2021	1624135192	24	373	397	373
Sat Jun 19 22:39:52 2021	1624135192	24	377	401	349
Sat Jun 19 22:39:52 2021	1624135192	28	380	408	268
Sat Jun 19 22:39:52 2021	1624135192	26	382	408	323
Sat Jun 19 22:39:52 2021	1624135192	27	382	408	297
Sat Jun 19 22:39:52 2021	1624135192	19	493	512	123
