Percentage served,Time in ms
0,215.347
1,233.690
2,233.690
3,244.754
4,244.754
5,256.118
6,256.118
7,257.855
8,257.855
9,260.698
10,260.698
11,267.278
12,267.278
13,269.699
14,269.699
15,273.575
16,273.575
17,276.626
18,276.626
19,276.730
20,276.730
21,292.675
22,292.675
23,303.188
24,303.188
25,304.787
26,304.787
27,323.374
28,323.374
29,323.626
30,323.626
31,327.054
32,327.054
33,345.900
34,345.900
35,350.094
36,350.094
37,363.681
38,363.681
39,365.774
40,365.774
41,366.691
42,366.691
43,370.135
44,370.135
45,373.591
46,373.591
47,377.899
48,377.899
49,380.616
50,380.616
51,384.693
52,384.693
53,389.445
54,389.445
55,414.798
56,414.798
57,417.491
58,417.491
59,420.977
60,420.977
61,422.672
62,422.672
63,432.970
64,432.970
65,436.016
66,436.016
67,440.675
68,440.675
69,441.961
70,441.961
71,444.331
72,444.331
73,446.571
74,446.571
75,482.329
76,482.329
77,484.478
78,484.478
79,500.271
80,500.271
81,500.912
82,500.912
83,506.888
84,506.888
85,508.119
86,508.119
87,530.662
88,530.662
89,543.686
90,543.686
91,555.301
92,555.301
93,563.001
94,563.001
95,565.244
96,565.244
97,586.970
98,586.970
99,1663794044.816
100,586.970
