Percentage served,Time in ms
0,182.741
1,264.601
2,266.783
3,269.550
4,269.730
5,269.758
6,271.789
7,271.891
8,274.386
9,276.029
10,276.153
11,276.390
12,278.554
13,279.271
14,321.397
15,323.857
16,324.198
17,326.139
18,328.407
19,334.869
20,344.243
21,345.987
22,346.386
23,371.284
24,374.000
25,375.286
26,382.275
27,385.310
28,385.551
29,385.820
30,388.440
31,388.985
32,389.436
33,390.379
34,398.095
35,401.699
36,402.910
37,403.094
38,415.955
39,419.537
40,419.925
41,422.537
42,428.403
43,431.017
44,433.311
45,434.668
46,435.170
47,437.025
48,437.639
49,438.723
50,439.223
51,439.584
52,440.360
53,440.726
54,441.731
55,441.959
56,442.987
57,444.728
58,444.734
59,444.940
60,444.977
61,445.409
62,449.885
63,454.274
64,458.110
65,458.221
66,459.353
67,462.271
68,463.044
69,465.073
70,466.205
71,466.560
72,469.314
73,470.587
74,470.868
75,483.533
76,483.907
77,487.494
78,490.813
79,491.535
80,496.452
81,510.184
82,513.208
83,517.770
84,525.626
85,525.916
86,528.098
87,530.349
88,536.713
89,544.187
90,548.572
91,556.057
92,577.663
93,578.725
94,601.481
95,609.920
96,609.986
97,611.230
98,655.773
99,683.544
100,683.544
