Percentage served,Time in ms
0,360.447
1,383.437
2,405.252
3,405.252
4,438.163
5,463.168
6,490.017
7,490.017
8,518.078
9,530.904
10,531.635
11,531.635
12,533.071
13,534.257
14,535.738
15,535.738
16,537.075
17,539.825
18,552.897
19,552.897
20,582.201
21,610.121
22,644.962
23,644.962
24,678.278
25,707.848
26,738.881
27,738.881
28,774.061
29,798.990
30,802.460
31,802.460
32,832.187
33,850.965
34,867.770
35,867.770
36,899.120
37,908.242
38,908.465
39,908.465
40,936.009
41,937.249
42,959.966
43,959.966
44,960.417
45,963.374
46,965.866
47,965.866
48,984.754
49,990.667
50,997.095
51,997.095
52,1001.210
53,1007.926
54,1010.473
55,1010.473
56,1015.437
57,1022.128
58,1023.213
59,1023.213
60,1026.251
61,1034.735
62,1035.575
63,1035.575
64,1035.759
65,1067.350
66,1084.330
67,1084.330
68,1102.918
69,1111.753
70,1118.759
71,1118.759
72,1120.147
73,1196.036
74,1225.355
75,1225.355
76,1251.104
77,1255.284
78,1273.589
79,1273.589
80,1290.402
81,1309.032
82,1337.063
83,1337.063
84,1366.796
85,1380.735
86,1393.757
87,1393.757
88,1423.671
89,1433.453
90,1438.472
91,1438.472
92,1457.800
93,1485.699
94,1491.475
95,1491.475
96,1491.515
97,1548.227
98,1865.179
99,1865.179
100,1865.179
