Percentage served,Time in ms
0,403.610
1,403.610
2,403.610
3,414.445
4,414.445
5,414.445
6,414.445
7,414.445
8,1554.082
9,1554.082
10,1554.082
11,1554.082
12,1554.082
13,4253.181
14,4253.181
15,4253.181
16,4253.181
17,4253.181
18,4304.503
19,4304.503
20,4304.503
21,4304.503
22,4304.503
23,4328.416
24,4328.416
25,4328.416
26,4328.416
27,4328.416
28,4421.291
29,4421.291
30,4421.291
31,4421.291
32,4421.291
33,4474.097
34,4474.097
35,4474.097
36,4474.097
37,4474.097
38,4527.555
39,4527.555
40,4527.555
41,4527.555
42,4527.555
43,4584.123
44,4584.123
45,4584.123
46,4584.123
47,4584.123
48,7457.702
49,7457.702
50,7457.702
51,7457.702
52,7457.702
53,7511.202
54,7511.202
55,7511.202
56,7511.202
57,7511.202
58,7565.383
59,7565.383
60,7565.383
61,7565.383
62,7565.383
63,7622.374
64,7622.374
65,7622.374
66,7622.374
67,7622.374
68,7676.400
69,7676.400
70,7676.400
71,7676.400
72,7676.400
73,7731.730
74,7731.730
75,7731.730
76,7731.730
77,7731.730
78,7785.648
79,7785.648
80,7785.648
81,7785.648
82,7785.648
83,14782.097
84,14782.097
85,14782.097
86,14782.097
87,14782.097
88,23315.635
89,23315.635
90,23315.635
91,23315.635
92,23315.635
93,26358.978
94,26358.978
95,26358.978
96,26358.978
97,26358.978
98,2222450068.704
99,2222450068.704
100,26358.978
