starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 18:34:01 2021	1624120441	23	490	513	490
Sat Jun 19 18:34:01 2021	1624120441	21	541	561	27
Sat Jun 19 18:34:01 2021	1624120441	26	5750	5776	5749
Sat Jun 19 18:34:02 2021	1624120442	25	8868	8893	8867
Sat Jun 19 18:34:02 2021	1624120442	27	8922	8949	8922
Sat Jun 19 18:34:02 2021	1624120442	28	8970	8998	8969
Sat Jun 19 18:34:01 2021	1624120441	29	9030	9059	9027
Sat Jun 19 18:34:01 2021	1624120441	25	9079	9104	9079
Sat Jun 19 18:34:01 2021	1624120441	34	9134	9168	9134
Sat Jun 19 18:34:01 2021	1624120441	28	9190	9218	9189
Sat Jun 19 18:34:01 2021	1624120441	26	9257	9283	9255
Sat Jun 19 18:34:01 2021	1624120441	24	9297	9321	9296
Sat Jun 19 18:34:02 2021	1624120442	27	9821	9848	9820
Sat Jun 19 18:34:02 2021	1624120442	25	9875	9900	9875
Sat Jun 19 18:34:02 2021	1624120442	28	9929	9957	9929
Sat Jun 19 18:34:01 2021	1624120441	25	9979	10004	9979
Sat Jun 19 18:34:01 2021	1624120441	26	10028	10054	10027
Sat Jun 19 18:34:01 2021	1624120441	27	10085	10112	10084
Sat Jun 19 18:34:01 2021	1624120441	33	10139	10172	10138
Sat Jun 19 18:34:01 2021	1624120441	26	10194	10220	10194
