Percentage served,Time in ms
0,58.210
1,181.329
2,328.058
3,477.505
4,626.825
5,778.803
6,925.683
7,1090.909
8,1243.328
9,1418.857
10,1470.947
11,1476.382
12,1479.998
13,1482.676
14,1483.211
15,1485.049
16,1486.103
17,1487.340
18,1488.229
19,1488.676
20,1489.213
21,1489.644
22,1490.223
23,1490.788
24,1491.302
25,1491.571
26,1492.054
27,1493.322
28,1493.745
29,1494.066
30,1494.506
31,1495.299
32,1496.175
33,1496.693
34,1497.503
35,1497.832
36,1497.978
37,1498.578
38,1499.469
39,1500.151
40,1500.928
41,1501.445
42,1501.833
43,1502.467
44,1503.261
45,1503.860
46,1504.487
47,1504.669
48,1505.215
49,1507.003
50,1507.349
51,1507.979
52,1508.347
53,1508.667
54,1509.396
55,1509.675
56,1510.612
57,1512.796
58,1513.517
59,1513.966
60,1515.614
61,1516.208
62,1518.188
63,1518.856
64,1520.281
65,1520.761
66,1521.486
67,1521.953
68,1522.152
69,1522.949
70,1523.691
71,1524.680
72,1525.979
73,1526.793
74,1527.691
75,1528.116
76,1529.412
77,1530.951
78,1533.036
79,1534.663
80,1536.547
81,1537.447
82,1538.451
83,1538.854
84,1539.274
85,1539.868
86,1540.545
87,1540.805
88,1541.739
89,1542.428
90,1543.223
91,1544.790
92,1545.612
93,1548.025
94,1553.316
95,1559.279
96,1563.866
97,1567.934
98,1569.792
99,1570.923
100,1572.725
