Percentage served,Time in ms
0,55.987
1,90.877
2,150.937
3,210.663
4,268.549
5,331.799
6,384.785
7,446.737
8,504.389
9,565.088
10,622.361
11,683.759
12,737.170
13,799.963
14,866.108
15,919.804
16,978.121
17,1036.350
18,1095.841
19,1163.240
20,1220.751
21,1278.744
22,1342.587
23,1397.308
24,1460.851
25,1478.032
26,1478.739
27,1480.617
28,1482.923
29,1483.434
30,1485.543
31,1486.006
32,1486.451
33,1486.646
34,1487.088
35,1487.183
36,1487.962
37,1488.539
38,1489.722
39,1490.100
40,1490.179
41,1490.237
42,1490.394
43,1490.502
44,1490.665
45,1490.710
46,1491.140
47,1491.859
48,1491.986
49,1492.590
50,1493.860
51,1493.980
52,1494.151
53,1495.424
54,1497.108
55,1498.180
56,1500.451
57,1501.059
58,1502.560
59,1503.612
60,1504.289
61,1505.455
62,1506.033
63,1506.958
64,1508.236
65,1509.098
66,1510.595
67,1511.726
68,1513.033
69,1513.312
70,1514.616
71,1515.072
72,1516.245
73,1519.809
74,1523.429
75,1526.703
76,1529.040
77,1532.966
78,1534.407
79,1536.733
80,1537.851
81,1539.594
82,1540.107
83,1541.255
84,1541.773
85,1542.460
86,1542.869
87,1543.680
88,1543.907
89,1544.000
90,1544.672
91,1545.405
92,1545.976
93,1546.368
94,1547.240
95,1548.504
96,1550.263
97,1554.424
98,1555.063
99,1555.444
100,1556.953
