starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 15:59:25 2021	1624111165	31	30	62	30
Sat Jun 19 15:59:25 2021	1624111165	37	32	69	32
Sat Jun 19 15:59:25 2021	1624111165	30	69	99	68
Sat Jun 19 15:59:25 2021	1624111165	31	99	130	98
Sat Jun 19 15:59:25 2021	1624111165	39	130	169	129
Sat Jun 19 15:59:25 2021	1624111165	30	169	199	168
Sat Jun 19 15:59:25 2021	1624111165	30	199	229	198
Sat Jun 19 15:59:25 2021	1624111165	28	229	257	228
Sat Jun 19 15:59:25 2021	1624111165	29	257	286	256
Sat Jun 19 15:59:25 2021	1624111165	28	286	314	285
Sat Jun 19 15:59:25 2021	1624111165	28	313	341	313
Sat Jun 19 15:59:25 2021	1624111165	34	341	375	341
Sat Jun 19 15:59:25 2021	1624111165	31	375	407	375
Sat Jun 19 15:59:25 2021	1624111165	27	408	435	408
Sat Jun 19 15:59:25 2021	1624111165	28	436	464	403
Sat Jun 19 15:59:25 2021	1624111165	28	464	492	433
Sat Jun 19 15:59:24 2021	1624111164	27	493	520	461
Sat Jun 19 15:59:24 2021	1624111164	31	520	552	489
Sat Jun 19 15:59:12 2021	1624111152	25	550	575	147
Sat Jun 19 15:59:24 2021	1624111164	27	552	578	520
Sat Jun 19 15:59:12 2021	1624111152	30	550	580	171
Sat Jun 19 15:59:12 2021	1624111152	30	550	580	525
Sat Jun 19 15:59:12 2021	1624111152	26	554	580	498
Sat Jun 19 15:59:20 2021	1624111160	31	550	580	463
Sat Jun 19 15:59:12 2021	1624111152	27	556	582	528
Sat Jun 19 15:59:12 2021	1624111152	27	555	582	118
Sat Jun 19 15:59:12 2021	1624111152	28	554	583	384
Sat Jun 19 15:59:10 2021	1624111150	23	559	583	558
Sat Jun 19 15:59:12 2021	1624111152	30	553	583	264
Sat Jun 19 15:59:12 2021	1624111152	30	553	583	234
Sat Jun 19 15:59:17 2021	1624111157	27	556	583	498
Sat Jun 19 15:59:12 2021	1624111152	32	551	584	496
Sat Jun 19 15:59:12 2021	1624111152	32	552	584	202
Sat Jun 19 15:59:12 2021	1624111152	29	554	584	528
Sat Jun 19 15:59:12 2021	1624111152	28	556	584	413
Sat Jun 19 15:59:12 2021	1624111152	26	558	584	472
Sat Jun 19 15:59:12 2021	1624111152	30	554	584	294
Sat Jun 19 15:59:12 2021	1624111152	26	558	584	358
Sat Jun 19 15:59:12 2021	1624111152	29	555	584	555
Sat Jun 19 15:59:12 2021	1624111152	30	555	585	555
Sat Jun 19 15:59:17 2021	1624111157	30	554	585	526
Sat Jun 19 15:59:12 2021	1624111152	28	557	585	557
Sat Jun 19 15:59:18 2021	1624111158	29	556	585	501
Sat Jun 19 15:59:18 2021	1624111158	28	557	585	350
Sat Jun 19 15:59:18 2021	1624111158	29	557	585	528
Sat Jun 19 15:59:12 2021	1624111152	29	556	586	499
Sat Jun 19 15:59:20 2021	1624111160	26	560	586	438
Sat Jun 19 15:59:12 2021	1624111152	25	561	586	530
Sat Jun 19 15:59:12 2021	1624111152	32	555	586	441
Sat Jun 19 15:59:13 2021	1624111153	28	559	587	531
Sat Jun 19 15:59:13 2021	1624111153	28	559	587	559
Sat Jun 19 15:59:13 2021	1624111153	28	559	587	475
Sat Jun 19 15:59:14 2021	1624111154	29	558	587	287
Sat Jun 19 15:59:12 2021	1624111152	28	559	587	152
Sat Jun 19 15:59:18 2021	1624111158	29	558	587	471
Sat Jun 19 15:59:18 2021	1624111158	30	557	587	530
Sat Jun 19 15:59:12 2021	1624111152	32	555	588	119
Sat Jun 19 15:59:17 2021	1624111157	27	561	588	471
Sat Jun 19 15:59:18 2021	1624111158	31	557	588	378
Sat Jun 19 15:59:18 2021	1624111158	26	562	588	535
Sat Jun 19 15:59:18 2021	1624111158	27	561	588	410
Sat Jun 19 15:59:12 2021	1624111152	33	555	588	555
Sat Jun 19 15:59:19 2021	1624111159	24	564	589	416
Sat Jun 19 15:59:11 2021	1624111151	25	564	589	181
Sat Jun 19 15:59:11 2021	1624111151	27	562	589	331
Sat Jun 19 15:59:18 2021	1624111158	30	559	589	469
Sat Jun 19 15:59:18 2021	1624111158	28	561	589	236
Sat Jun 19 15:59:18 2021	1624111158	29	561	589	499
Sat Jun 19 15:59:18 2021	1624111158	31	558	589	438
