starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 16:02:55 2021	1624111375	28	35	63	35
Sat Jun 19 16:02:55 2021	1624111375	29	43	72	43
Sat Jun 19 16:02:55 2021	1624111375	33	59	92	58
Sat Jun 19 16:02:55 2021	1624111375	30	92	121	91
Sat Jun 19 16:02:55 2021	1624111375	34	121	155	120
Sat Jun 19 16:02:55 2021	1624111375	30	155	185	154
Sat Jun 19 16:02:55 2021	1624111375	32	185	217	184
Sat Jun 19 16:02:55 2021	1624111375	30	217	247	216
Sat Jun 19 16:02:55 2021	1624111375	28	247	275	246
Sat Jun 19 16:02:55 2021	1624111375	28	275	303	274
Sat Jun 19 16:02:55 2021	1624111375	32	303	336	302
Sat Jun 19 16:02:55 2021	1624111375	27	336	363	334
Sat Jun 19 16:02:55 2021	1624111375	28	364	392	363
Sat Jun 19 16:02:55 2021	1624111375	35	391	426	391
Sat Jun 19 16:02:55 2021	1624111375	28	426	454	426
Sat Jun 19 16:02:54 2021	1624111374	31	454	485	454
Sat Jun 19 16:02:54 2021	1624111374	32	485	517	485
Sat Jun 19 16:02:54 2021	1624111374	27	517	544	517
Sat Jun 19 16:02:54 2021	1624111374	29	544	573	544
Sat Jun 19 16:02:54 2021	1624111374	29	573	602	573
Sat Jun 19 16:02:54 2021	1624111374	31	602	633	602
Sat Jun 19 16:02:54 2021	1624111374	30	633	663	633
Sat Jun 19 16:02:54 2021	1624111374	27	663	690	663
Sat Jun 19 16:02:54 2021	1624111374	31	690	721	690
Sat Jun 19 16:02:54 2021	1624111374	28	721	749	721
Sat Jun 19 16:02:54 2021	1624111374	27	749	776	749
Sat Jun 19 16:02:54 2021	1624111374	28	776	804	776
Sat Jun 19 16:02:54 2021	1624111374	32	804	836	804
Sat Jun 19 16:02:54 2021	1624111374	28	836	865	836
Sat Jun 19 16:02:54 2021	1624111374	27	866	893	866
Sat Jun 19 16:02:54 2021	1624111374	29	894	923	894
Sat Jun 19 16:02:54 2021	1624111374	26	924	950	57
Sat Jun 19 16:02:54 2021	1624111374	32	950	981	84
Sat Jun 19 16:02:54 2021	1624111374	29	981	1011	116
Sat Jun 19 16:02:54 2021	1624111374	32	1011	1043	145
