starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 16:01:24 2021	1624111284	27	35	62	35
Sat Jun 19 16:01:23 2021	1624111283	38	36	74	36
Sat Jun 19 16:01:23 2021	1624111283	38	65	103	65
Sat Jun 19 16:01:23 2021	1624111283	34	103	137	103
Sat Jun 19 16:01:23 2021	1624111283	28	137	165	137
Sat Jun 19 16:01:23 2021	1624111283	30	165	195	165
Sat Jun 19 16:01:23 2021	1624111283	26	195	221	58
Sat Jun 19 16:01:23 2021	1624111283	29	221	250	84
Sat Jun 19 16:01:17 2021	1624111277	26	254	280	58
Sat Jun 19 16:01:13 2021	1624111273	28	252	280	228
Sat Jun 19 16:01:23 2021	1624111283	30	250	280	113
Sat Jun 19 16:00:59 2021	1624111259	27	254	281	228
Sat Jun 19 16:01:23 2021	1624111283	27	254	281	88
Sat Jun 19 16:01:17 2021	1624111277	27	255	282	226
Sat Jun 19 16:01:13 2021	1624111273	26	256	282	61
Sat Jun 19 16:00:58 2021	1624111258	25	257	282	85
Sat Jun 19 16:01:18 2021	1624111278	29	254	283	254
Sat Jun 19 16:01:18 2021	1624111278	28	255	283	82
Sat Jun 19 16:01:17 2021	1624111277	30	253	283	253
Sat Jun 19 16:01:22 2021	1624111282	23	260	283	174
Sat Jun 19 16:01:07 2021	1624111267	29	254	284	173
Sat Jun 19 16:00:57 2021	1624111257	26	258	284	231
Sat Jun 19 16:01:18 2021	1624111278	32	252	284	140
Sat Jun 19 16:01:17 2021	1624111277	24	260	284	201
Sat Jun 19 16:01:17 2021	1624111277	34	251	285	113
Sat Jun 19 16:00:59 2021	1624111259	27	258	285	83
Sat Jun 19 16:01:18 2021	1624111278	24	261	285	261
Sat Jun 19 16:01:07 2021	1624111267	26	259	285	146
Sat Jun 19 16:00:57 2021	1624111257	26	259	285	87
Sat Jun 19 16:00:57 2021	1624111257	30	255	285	113
Sat Jun 19 16:01:17 2021	1624111277	29	256	285	84
Sat Jun 19 16:01:07 2021	1624111267	28	257	285	87
Sat Jun 19 16:00:59 2021	1624111259	30	255	285	141
Sat Jun 19 16:01:07 2021	1624111267	31	254	285	115
Sat Jun 19 16:01:18 2021	1624111278	30	255	285	110
Sat Jun 19 16:00:59 2021	1624111259	31	254	285	110
Sat Jun 19 16:01:17 2021	1624111277	27	258	285	207
Sat Jun 19 16:01:16 2021	1624111276	27	258	285	233
Sat Jun 19 16:01:13 2021	1624111273	26	259	285	202
Sat Jun 19 16:00:57 2021	1624111257	28	258	286	116
Sat Jun 19 16:01:18 2021	1624111278	25	261	286	229
Sat Jun 19 16:00:58 2021	1624111258	31	254	286	110
Sat Jun 19 16:01:23 2021	1624111283	34	252	286	115
Sat Jun 19 16:00:59 2021	1624111259	26	260	286	202
Sat Jun 19 16:00:56 2021	1624111256	26	260	286	144
Sat Jun 19 16:00:57 2021	1624111257	30	256	286	256
Sat Jun 19 16:01:22 2021	1624111282	28	258	286	57
Sat Jun 19 16:01:11 2021	1624111271	26	260	286	28
Sat Jun 19 16:01:22 2021	1624111282	26	260	286	229
Sat Jun 19 16:01:15 2021	1624111275	27	259	286	56
Sat Jun 19 16:01:07 2021	1624111267	27	259	287	59
Sat Jun 19 16:01:05 2021	1624111265	29	257	287	56
Sat Jun 19 16:01:16 2021	1624111276	28	258	287	204
