Percentage served,Time in ms
0,55.332
1,166.050
2,308.918
3,444.541
4,589.370
5,725.308
6,864.641
7,1003.131
8,1150.751
9,1291.068
10,1321.128
11,1328.043
12,1332.600
13,1334.398
14,1336.834
15,1337.546
16,1339.169
17,1341.356
18,1344.395
19,1345.942
20,1346.707
21,1348.726
22,1349.307
23,1350.176
24,1351.824
25,1352.894
26,1354.059
27,1355.192
28,1356.982
29,1358.235
30,1359.072
31,1359.857
32,1360.404
33,1361.844
34,1362.766
35,1363.517
36,1363.895
37,1365.612
38,1366.506
39,1367.648
40,1368.770
41,1369.786
42,1370.224
43,1371.268
44,1371.711
45,1372.396
46,1373.460
47,1375.016
48,1375.824
49,1376.628
50,1377.352
51,1378.307
52,1379.599
53,1381.104
54,1381.701
55,1382.924
56,1383.760
57,1385.012
58,1386.074
59,1386.775
60,1387.571
61,1388.562
62,1389.262
63,1389.636
64,1390.848
65,1392.285
66,1392.809
67,1393.204
68,1393.823
69,1395.236
70,1395.749
71,1396.368
72,1396.830
73,1397.534
74,1397.890
75,1398.520
76,1399.412
77,1400.425
78,1400.965
79,1401.939
80,1402.688
81,1403.451
82,1404.859
83,1405.843
84,1406.383
85,1406.917
86,1408.311
87,1410.362
88,1412.252
89,1412.773
90,2380.789
91,2391.465
92,2392.918
93,2395.450
94,2399.136
95,2400.260
96,2402.955
97,2407.059
98,2408.922
99,2411.457
100,2414.774
