Percentage served,Time in ms
0,48.080
1,48.080
2,48.080
3,48.080
4,48.080
5,48.413
6,48.413
7,48.413
8,48.413
9,48.413
10,48.413
11,48.413
12,48.413
13,48.413
14,48.413
15,48.572
16,48.572
17,48.572
18,48.572
19,48.572
20,48.572
21,48.572
22,48.572
23,48.572
24,48.572
25,53.104
26,53.104
27,53.104
28,53.104
29,53.104
30,53.104
31,53.104
32,53.104
33,53.104
34,53.104
35,55.514
36,55.514
37,55.514
38,55.514
39,55.514
40,55.514
41,55.514
42,55.514
43,55.514
44,55.514
45,57.097
46,57.097
47,57.097
48,57.097
49,57.097
50,57.097
51,57.097
52,57.097
53,57.097
54,57.097
55,58.487
56,58.487
57,58.487
58,58.487
59,58.487
60,58.487
61,58.487
62,58.487
63,58.487
64,58.487
65,59.392
66,59.392
67,59.392
68,59.392
69,59.392
70,59.392
71,59.392
72,59.392
73,59.392
74,59.392
75,59.417
76,59.417
77,59.417
78,59.417
79,59.417
80,59.417
81,59.417
82,59.417
83,59.417
84,59.417
85,99.337
86,99.337
87,99.337
88,99.337
89,99.337
90,99.337
91,99.337
92,99.337
93,99.337
94,99.337
95,4294967.298
96,4294967.298
97,4294967.298
98,4294967.298
99,4294967.298
100,99.337
