Percentage served,Time in ms
0,41.396
1,42.325
2,43.232
3,43.799
4,44.466
5,44.681
6,44.964
7,45.231
8,45.609
9,45.908
10,46.172
11,46.301
12,46.398
13,46.567
14,46.872
15,46.994
16,47.069
17,47.260
18,47.413
19,47.556
20,47.688
21,47.809
22,48.028
23,48.134
24,48.280
25,48.457
26,48.721
27,48.989
28,49.063
29,49.136
30,49.498
31,49.617
32,49.729
33,49.810
34,49.895
35,50.009
36,50.209
37,50.296
38,50.380
39,50.498
40,50.626
41,50.672
42,50.777
43,50.882
44,51.088
45,51.242
46,51.322
47,51.365
48,51.471
49,51.638
50,51.716
51,51.807
52,51.859
53,51.989
54,52.050
55,52.158
56,52.238
57,52.507
58,52.706
59,52.835
60,52.978
61,53.138
62,53.197
63,53.478
64,53.618
65,53.692
66,53.903
67,54.076
68,54.132
69,54.228
70,54.382
71,54.515
72,54.640
73,54.715
74,54.832
75,54.929
76,55.011
77,55.202
78,55.388
79,55.499
80,55.699
81,55.976
82,56.201
83,56.296
84,56.567
85,56.768
86,56.881
87,57.016
88,57.197
89,57.428
90,57.741
91,57.986
92,58.340
93,58.694
94,58.960
95,59.543
96,59.875
97,61.779
98,64.444
99,84.168
100,1047.864
