Percentage served,Time in ms
0,68.658
1,315.624
2,519.829
3,523.956
4,525.464
5,527.021
6,527.848
7,528.356
8,529.112
9,529.420
10,529.938
11,530.452
12,531.172
13,531.642
14,532.707
15,533.411
16,533.902
17,534.165
18,534.676
19,535.273
20,535.747
21,536.394
22,536.764
23,537.567
24,537.853
25,538.318
26,538.729
27,539.289
28,539.707
29,540.443
30,540.778
31,541.173
32,541.527
33,542.099
34,542.551
35,542.826
36,543.148
37,543.454
38,544.092
39,544.507
40,544.799
41,545.474
42,545.818
43,546.140
44,546.652
45,547.267
46,547.505
47,547.803
48,548.120
49,548.550
50,548.739
51,549.318
52,549.728
53,550.368
54,550.552
55,551.075
56,551.271
57,551.500
58,551.943
59,552.376
60,552.824
61,553.393
62,553.884
63,554.170
64,554.470
65,554.884
66,555.503
67,555.898
68,556.336
69,556.598
70,556.995
71,557.346
72,557.759
73,558.002
74,558.296
75,558.784
76,559.266
77,559.769
78,560.281
79,560.814
80,561.489
81,562.175
82,563.247
83,564.415
84,565.339
85,566.636
86,567.097
87,568.281
88,569.761
89,570.783
90,571.989
91,573.621
92,575.384
93,577.614
94,580.391
95,584.009
96,1540.069
97,1554.450
98,1561.407
99,1566.313
100,1571.188
