Percentage served,Time in ms
0,57.475
1,326.536
2,627.052
3,863.446
4,866.488
5,868.778
6,869.615
7,870.790
8,871.487
9,872.187
10,872.942
11,874.113
12,875.099
13,875.707
14,876.012
15,876.395
16,876.688
17,876.896
18,877.126
19,877.450
20,877.839
21,878.181
22,878.508
23,878.947
24,879.596
25,880.123
26,880.507
27,881.052
28,881.477
29,881.827
30,882.472
31,882.930
32,883.307
33,884.128
34,884.870
35,885.356
36,885.721
37,886.108
38,886.352
39,887.052
40,887.329
41,887.880
42,888.368
43,888.552
44,889.065
45,889.435
46,889.707
47,890.118
48,890.348
49,890.850
50,891.190
51,891.577
52,892.096
53,892.710
54,892.953
55,893.318
56,893.581
57,894.144
58,894.417
59,894.904
60,895.542
61,896.015
62,896.401
63,896.829
64,897.128
65,897.641
66,898.205
67,898.534
68,898.839
69,899.314
70,899.668
71,900.178
72,900.716
73,901.414
74,901.983
75,902.472
76,902.941
77,903.353
78,903.733
79,904.152
80,904.830
81,905.592
82,906.084
83,906.486
84,907.338
85,908.186
86,908.891
87,909.700
88,910.593
89,911.424
90,912.308
91,933.939
92,940.226
93,944.305
94,1072.274
95,1091.867
96,1097.946
97,1878.971
98,1888.723
99,1891.192
100,1899.964
