starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 16:09:35 2021	1624111775	29	25	54	25
Sat Jun 19 16:09:35 2021	1624111775	27	29	56	29
Sat Jun 19 16:09:35 2021	1624111775	28	56	83	56
Sat Jun 19 16:09:35 2021	1624111775	33	83	116	83
Sat Jun 19 16:09:35 2021	1624111775	28	116	145	116
Sat Jun 19 16:09:35 2021	1624111775	29	145	174	145
Sat Jun 19 16:09:35 2021	1624111775	31	174	205	174
Sat Jun 19 16:09:35 2021	1624111775	32	205	237	205
Sat Jun 19 16:09:35 2021	1624111775	27	237	264	120
Sat Jun 19 16:09:30 2021	1624111770	24	252	277	113
Sat Jun 19 16:09:25 2021	1624111765	26	252	279	197
Sat Jun 19 16:09:30 2021	1624111770	28	251	279	251
Sat Jun 19 16:09:19 2021	1624111759	25	254	279	254
Sat Jun 19 16:09:30 2021	1624111770	28	252	279	197
Sat Jun 19 16:09:30 2021	1624111770	28	252	280	193
Sat Jun 19 16:09:22 2021	1624111762	29	251	280	84
Sat Jun 19 16:09:30 2021	1624111770	30	250	280	137
Sat Jun 19 16:09:30 2021	1624111770	25	255	280	170
Sat Jun 19 16:09:25 2021	1624111765	29	251	280	251
Sat Jun 19 16:09:26 2021	1624111766	25	256	281	229
Sat Jun 19 16:09:30 2021	1624111770	29	252	281	222
Sat Jun 19 16:09:30 2021	1624111770	27	255	282	255
Sat Jun 19 16:09:25 2021	1624111765	28	254	282	223
Sat Jun 19 16:09:30 2021	1624111770	27	255	282	255
Sat Jun 19 16:09:30 2021	1624111770	24	258	282	87
Sat Jun 19 16:09:30 2021	1624111770	30	252	282	27
Sat Jun 19 16:09:31 2021	1624111771	28	254	282	226
Sat Jun 19 16:09:26 2021	1624111766	28	255	283	138
Sat Jun 19 16:09:32 2021	1624111772	31	252	283	172
Sat Jun 19 16:09:31 2021	1624111771	32	252	283	195
Sat Jun 19 16:09:30 2021	1624111770	30	254	284	140
Sat Jun 19 16:09:21 2021	1624111761	30	254	284	254
Sat Jun 19 16:09:30 2021	1624111770	30	254	284	224
Sat Jun 19 16:09:19 2021	1624111759	29	255	284	111
Sat Jun 19 16:09:32 2021	1624111772	26	258	284	204
Sat Jun 19 16:09:22 2021	1624111762	30	254	284	113
Sat Jun 19 16:09:33 2021	1624111773	23	261	284	173
Sat Jun 19 16:09:19 2021	1624111759	28	256	284	226
Sat Jun 19 16:09:30 2021	1624111770	33	251	285	57
Sat Jun 19 16:09:19 2021	1624111759	29	256	285	197
Sat Jun 19 16:09:31 2021	1624111771	27	258	285	168
Sat Jun 19 16:09:32 2021	1624111772	26	259	285	232
Sat Jun 19 16:09:20 2021	1624111760	27	258	285	171
Sat Jun 19 16:09:30 2021	1624111770	29	256	285	111
Sat Jun 19 16:09:30 2021	1624111770	29	256	286	229
Sat Jun 19 16:09:31 2021	1624111771	25	261	286	143
Sat Jun 19 16:09:28 2021	1624111768	27	258	286	175
Sat Jun 19 16:09:30 2021	1624111770	26	260	286	88
Sat Jun 19 16:09:30 2021	1624111770	27	259	286	230
Sat Jun 19 16:09:28 2021	1624111768	31	255	286	143
Sat Jun 19 16:09:32 2021	1624111772	30	256	286	256
Sat Jun 19 16:09:30 2021	1624111770	29	258	286	258
Sat Jun 19 16:09:26 2021	1624111766	26	260	286	202
Sat Jun 19 16:09:19 2021	1624111759	26	260	286	84
Sat Jun 19 16:09:30 2021	1624111770	32	255	286	168
Sat Jun 19 16:09:20 2021	1624111760	30	256	286	198
Sat Jun 19 16:09:32 2021	1624111772	24	263	286	232
Sat Jun 19 16:09:31 2021	1624111771	29	257	287	257
Sat Jun 19 16:09:29 2021	1624111769	26	261	287	117
Sat Jun 19 16:09:30 2021	1624111770	26	261	287	203
Sat Jun 19 16:09:19 2021	1624111759	29	258	287	139
Sat Jun 19 16:09:25 2021	1624111765	36	251	287	29
Sat Jun 19 16:09:25 2021	1624111765	29	258	287	65
Sat Jun 19 16:09:25 2021	1624111765	28	259	287	84
Sat Jun 19 16:09:33 2021	1624111773	35	252	287	197
Sat Jun 19 16:09:22 2021	1624111762	26	262	287	59
Sat Jun 19 16:09:30 2021	1624111770	27	261	287	60
Sat Jun 19 16:09:30 2021	1624111770	30	258	287	90
Sat Jun 19 16:09:30 2021	1624111770	29	258	288	258
Sat Jun 19 16:09:19 2021	1624111759	29	259	288	168
Sat Jun 19 16:09:25 2021	1624111765	29	258	288	112
Sat Jun 19 16:09:26 2021	1624111766	28	260	288	110
Sat Jun 19 16:09:20 2021	1624111760	30	258	288	228
Sat Jun 19 16:09:28 2021	1624111768	30	258	288	82
Sat Jun 19 16:09:30 2021	1624111770	29	259	288	231
Sat Jun 19 16:09:22 2021	1624111762	28	260	288	61
Sat Jun 19 16:09:21 2021	1624111761	24	264	288	230
Sat Jun 19 16:09:26 2021	1624111766	35	253	288	253
Sat Jun 19 16:09:22 2021	1624111762	28	260	288	120
Sat Jun 19 16:09:32 2021	1624111772	31	257	288	257
Sat Jun 19 16:09:30 2021	1624111770	28	260	288	176
Sat Jun 19 16:09:31 2021	1624111771	26	263	289	232
Sat Jun 19 16:09:28 2021	1624111768	24	265	289	57
Sat Jun 19 16:09:30 2021	1624111770	29	260	289	260
Sat Jun 19 16:09:22 2021	1624111762	30	259	289	175
Sat Jun 19 16:09:32 2021	1624111772	30	259	289	232
Sat Jun 19 16:09:34 2021	1624111774	26	264	289	263
Sat Jun 19 16:09:33 2021	1624111773	27	262	289	204
Sat Jun 19 16:09:22 2021	1624111762	30	259	289	230
Sat Jun 19 16:09:25 2021	1624111765	28	261	289	94
Sat Jun 19 16:09:31 2021	1624111771	28	262	289	174
Sat Jun 19 16:09:20 2021	1624111760	30	259	289	141
Sat Jun 19 16:09:31 2021	1624111771	24	265	290	265
Sat Jun 19 16:09:22 2021	1624111762	31	259	290	89
Sat Jun 19 16:09:28 2021	1624111768	28	261	290	202
Sat Jun 19 16:09:30 2021	1624111770	31	259	290	259
Sat Jun 19 16:09:33 2021	1624111773	26	264	290	177
Sat Jun 19 16:09:33 2021	1624111773	30	260	290	232
Sat Jun 19 16:09:30 2021	1624111770	32	258	290	113
Sat Jun 19 16:09:21 2021	1624111761	27	263	290	235
Sat Jun 19 16:09:22 2021	1624111762	30	260	290	205
Sat Jun 19 16:09:22 2021	1624111762	27	263	290	148
Sat Jun 19 16:09:22 2021	1624111762	30	260	290	204
Sat Jun 19 16:09:29 2021	1624111769	29	261	290	261
Sat Jun 19 16:09:20 2021	1624111760	32	258	290	258
Sat Jun 19 16:09:25 2021	1624111765	29	261	290	122
Sat Jun 19 16:09:26 2021	1624111766	35	255	290	166
Sat Jun 19 16:09:28 2021	1624111768	31	259	290	112
Sat Jun 19 16:09:25 2021	1624111765	25	265	290	171
Sat Jun 19 16:09:22 2021	1624111762	30	261	290	201
Sat Jun 19 16:09:29 2021	1624111769	27	263	290	233
Sat Jun 19 16:09:28 2021	1624111768	28	262	290	143
Sat Jun 19 16:09:22 2021	1624111762	31	259	290	144
Sat Jun 19 16:09:30 2021	1624111770	31	259	290	199
Sat Jun 19 16:09:32 2021	1624111772	30	261	290	261
Sat Jun 19 16:09:30 2021	1624111770	28	262	291	204
Sat Jun 19 16:09:30 2021	1624111770	28	263	291	148
Sat Jun 19 16:09:22 2021	1624111762	28	262	291	176
Sat Jun 19 16:09:27 2021	1624111767	29	261	291	92
Sat Jun 19 16:09:31 2021	1624111771	27	264	291	264
Sat Jun 19 16:09:19 2021	1624111759	30	261	291	53
Sat Jun 19 16:09:27 2021	1624111767	29	262	291	82
Sat Jun 19 16:09:34 2021	1624111774	27	264	291	150
Sat Jun 19 16:09:20 2021	1624111760	27	264	291	122
Sat Jun 19 16:09:22 2021	1624111762	30	261	291	235
Sat Jun 19 16:09:19 2021	1624111759	26	265	291	265
Sat Jun 19 16:09:32 2021	1624111772	29	262	291	262
Sat Jun 19 16:09:22 2021	1624111762	27	265	291	235
Sat Jun 19 16:09:25 2021	1624111765	28	264	291	184
Sat Jun 19 16:09:22 2021	1624111762	26	265	291	208
Sat Jun 19 16:09:30 2021	1624111770	27	265	291	120
Sat Jun 19 16:09:25 2021	1624111765	26	265	291	209
Sat Jun 19 16:09:22 2021	1624111762	28	263	292	150
Sat Jun 19 16:09:28 2021	1624111768	30	262	292	231
Sat Jun 19 16:09:26 2021	1624111766	30	262	292	61
Sat Jun 19 16:09:25 2021	1624111765	26	265	292	183
Sat Jun 19 16:09:22 2021	1624111762	26	266	292	124
Sat Jun 19 16:09:31 2021	1624111771	31	261	292	171
Sat Jun 19 16:09:34 2021	1624111774	34	258	292	258
Sat Jun 19 16:09:32 2021	1624111772	29	263	292	203
Sat Jun 19 16:09:22 2021	1624111762	29	263	292	29
Sat Jun 19 16:09:33 2021	1624111773	26	266	292	151
Sat Jun 19 16:09:22 2021	1624111762	31	261	292	260
Sat Jun 19 16:09:23 2021	1624111763	33	259	292	147
Sat Jun 19 16:09:26 2021	1624111766	29	263	292	236
Sat Jun 19 16:09:21 2021	1624111761	28	264	292	202
Sat Jun 19 16:09:31 2021	1624111771	26	266	292	142
Sat Jun 19 16:09:32 2021	1624111772	29	263	292	143
Sat Jun 19 16:09:22 2021	1624111762	29	263	292	31
Sat Jun 19 16:09:21 2021	1624111761	33	259	292	54
Sat Jun 19 16:09:31 2021	1624111771	28	264	292	264
Sat Jun 19 16:09:32 2021	1624111772	26	266	293	266
Sat Jun 19 16:09:28 2021	1624111768	28	265	293	265
Sat Jun 19 16:09:32 2021	1624111772	30	262	293	172
Sat Jun 19 16:09:25 2021	1624111765	32	261	293	151
Sat Jun 19 16:09:21 2021	1624111761	26	267	293	120
Sat Jun 19 16:09:29 2021	1624111769	27	266	293	91
Sat Jun 19 16:09:32 2021	1624111772	28	265	293	232
Sat Jun 19 16:09:28 2021	1624111768	27	266	293	117
Sat Jun 19 16:09:30 2021	1624111770	30	263	293	174
Sat Jun 19 16:09:20 2021	1624111760	27	266	293	119
Sat Jun 19 16:09:22 2021	1624111762	30	263	293	262
Sat Jun 19 16:09:32 2021	1624111772	30	263	293	172
Sat Jun 19 16:09:34 2021	1624111774	29	264	293	121
Sat Jun 19 16:09:35 2021	1624111775	29	264	293	148
Sat Jun 19 16:09:29 2021	1624111769	26	267	293	239
Sat Jun 19 16:09:31 2021	1624111771	33	261	293	199
Sat Jun 19 16:09:31 2021	1624111771	33	260	293	202
Sat Jun 19 16:09:21 2021	1624111761	31	262	293	262
Sat Jun 19 16:09:25 2021	1624111765	30	264	293	142
Sat Jun 19 16:09:34 2021	1624111774	32	261	294	88
