Percentage served,Time in ms
0,60.715
1,64.162
2,87.910
3,116.232
4,143.434
5,175.760
6,212.710
7,243.859
8,272.317
9,300.176
10,330.531
11,359.160
12,388.557
13,414.953
14,442.878
15,470.199
16,502.268
17,532.934
18,562.195
19,597.813
20,628.167
21,658.416
22,688.298
23,717.735
24,748.189
25,775.856
26,807.434
27,840.433
28,867.010
29,897.639
30,927.110
31,959.647
32,989.615
33,1020.303
34,1045.242
35,1071.395
36,1104.313
37,1135.990
38,1165.686
39,1193.943
40,1225.255
41,1253.467
42,1282.466
43,1313.898
44,1346.235
45,1372.171
46,1401.183
47,1427.842
48,1455.201
49,1461.120
50,1462.529
51,1465.593
52,1466.805
53,1467.694
54,1467.763
55,1468.171
56,1468.253
57,1469.430
58,1469.905
59,1470.080
60,1470.105
61,1470.896
62,1470.931
63,1470.992
64,1471.593
65,1471.729
66,1472.046
67,1472.254
68,1472.772
69,1472.774
70,1473.167
71,1474.295
72,1474.758
73,1474.902
74,1475.662
75,1475.803
76,1475.829
77,1476.225
78,1476.413
79,1476.936
80,1478.050
81,1479.962
82,1481.175
83,1482.106
84,1482.481
85,1482.571
86,1484.479
87,1484.511
88,1484.730
89,1484.975
90,1485.288
91,1485.696
92,1488.533
93,1488.923
94,1491.008
95,1491.487
96,1491.692
97,1491.992
98,1492.986
99,1493.978
100,1493.978
