Percentage served,Time in ms
0,60.725
1,63.521
2,89.410
3,120.397
4,151.800
5,181.981
6,205.505
7,237.906
8,267.165
9,293.718
10,324.786
11,353.048
12,378.094
13,408.766
14,442.043
15,471.285
16,498.531
17,529.199
18,561.377
19,586.726
20,618.769
21,649.087
22,679.612
23,707.545
24,737.741
25,769.623
26,802.637
27,827.218
28,857.736
29,862.165
30,868.210
31,868.451
32,869.889
33,870.137
34,870.429
35,870.685
36,873.356
37,873.696
38,877.700
39,879.470
40,879.967
41,881.157
42,881.196
43,881.255
44,881.620
45,881.717
46,881.815
47,881.875
48,882.084
49,882.325
50,882.650
51,883.133
52,883.860
53,884.015
54,884.468
55,884.790
56,884.930
57,885.001
58,885.112
59,885.160
60,885.170
61,885.399
62,885.440
63,885.484
64,886.246
65,886.279
66,886.435
67,887.020
68,887.029
69,887.165
70,887.230
71,887.272
72,887.275
73,887.283
74,887.295
75,887.340
76,887.635
77,887.700
78,887.702
79,887.952
80,887.997
81,888.113
82,888.677
83,889.070
84,889.214
85,889.662
86,889.751
87,891.005
88,891.266
89,891.332
90,891.496
91,892.138
92,892.357
93,892.398
94,892.424
95,893.224
96,894.211
97,895.440
98,895.897
99,900.791
100,900.791
