Percentage served,Time in ms
0,489.455
1,492.736
2,494.758
3,495.136
4,496.723
5,496.723
6,497.372
7,497.701
8,498.247
9,498.438
10,498.523
11,499.061
12,499.614
13,563.151
14,606.369
15,607.058
16,607.957
17,608.708
18,610.678
19,620.691
20,621.117
21,623.691
22,633.519
23,634.361
24,635.811
25,783.131
26,790.139
27,824.994
28,862.215
29,879.666
30,910.804
31,949.436
32,969.195
33,1012.194
34,1048.213
35,1087.633
36,1113.400
37,1115.219
38,1116.541
39,1116.580
40,1116.729
41,1116.824
42,1116.942
43,1117.205
44,1117.295
45,1118.596
46,1118.702
47,1119.473
48,1139.467
49,1142.006
50,1150.576
51,1151.654
52,1153.908
53,1154.822
54,1160.182
55,1162.689
56,1172.536
57,1175.677
58,1179.734
59,1180.870
60,1180.930
61,1182.238
62,1185.428
63,1186.604
64,1186.803
65,1187.288
66,1187.454
67,1187.625
68,1187.849
69,1188.758
70,1190.397
71,1190.810
72,1191.314
73,1191.416
74,1192.059
75,1192.144
76,1195.083
77,1195.282
78,1195.538
79,1196.312
80,1197.950
81,1199.399
82,1216.159
83,1238.357
84,1240.700
85,1243.734
86,1243.874
87,1244.181
88,1245.355
89,1245.677
90,1249.431
91,1252.271
92,1253.438
93,1253.492
94,1253.689
95,1254.747
96,1257.181
97,1257.707
98,1389.399
99,1928.553
100,1928.553
