Host n c meanctime meandtime
AWS 100 20 29 748
AWS 20 20 29 361
AWS 50 20 30 522
AWS 75 20 29 694
Azure 100 20 38 1191
Azure 20 20 35 435
Azure 75 20 37 1097
GCP 100 20 31 1200
GCP 20 20 29 591
GCP 50 20 29 930
GCP 75 20 30 1058
RPI 100 20 0 2925
RPI 20 20 0 1364
RPI 50 20 1 2370
RPI 75 20 1 3436
