Host n c meanctime meandtime
AWS 100 15 29 573
AWS 20 15 29 305
AWS 50 15 29 496
AWS 75 15 29 557
Azure 100 15 46 948
Azure 20 15 35 528
Azure 50 15 38 786
Azure 75 15 36 891
GCP 100 15 30 938
GCP 20 15 28 381
GCP 50 15 29 760
GCP 75 15 29 899
RPI 100 15 1 2374
RPI 20 15 0 1388
RPI 50 15 1 2066
RPI 75 15 1 2463
