Percentage served,Time in ms
0,78.350
1,308.527
2,313.311
3,314.086
4,315.338
5,315.885
6,316.310
7,316.872
8,317.147
9,317.861
10,318.134
11,318.425
12,318.573
13,318.853
14,319.209
15,319.481
16,319.705
17,320.127
18,320.297
19,320.583
20,320.930
21,321.170
22,321.415
23,321.592
24,321.819
25,321.984
26,322.315
27,322.446
28,322.625
29,322.929
30,323.130
31,323.396
32,323.571
33,323.706
34,323.831
35,324.026
36,324.156
37,324.352
38,324.488
39,324.624
40,324.823
41,325.064
42,325.260
43,325.446
44,325.667
45,325.875
46,326.013
47,326.286
48,326.459
49,326.704
50,326.888
51,327.109
52,327.341
53,327.545
54,327.651
55,327.847
56,328.041
57,328.275
58,328.451
59,328.700
60,328.817
61,329.080
62,329.358
63,329.723
64,330.006
65,330.177
66,330.315
67,330.525
68,330.728
69,331.017
70,331.258
71,331.415
72,331.654
73,331.773
74,331.998
75,332.241
76,332.559
77,332.647
78,332.846
79,333.077
80,333.434
81,333.805
82,334.316
83,334.633
84,334.933
85,335.270
86,335.601
87,336.124
88,336.827
89,337.254
90,338.095
91,338.805
92,339.558
93,340.315
94,340.981
95,343.089
96,345.843
97,348.945
98,353.657
99,7701.883
100,9554.623
