Percentage served,Time in ms
0,76.831
1,353.656
2,680.355
3,1007.435
4,1333.052
5,1607.857
6,1613.500
7,1616.783
8,1618.727
9,1621.304
10,1622.269
11,1623.552
12,1624.954
13,1626.066
14,1627.338
15,1628.335
16,1628.754
17,1629.499
18,1630.577
19,1631.253
20,1631.782
21,1632.481
22,1632.904
23,1633.846
24,1634.292
25,1634.756
26,1635.174
27,1635.380
28,1635.813
29,1636.410
30,1636.859
31,1637.414
32,1637.913
33,1638.311
34,1638.573
35,1639.072
36,1639.446
37,1639.884
38,1640.222
39,1640.901
40,1641.580
41,1641.985
42,1642.571
43,1643.288
44,1643.592
45,1643.945
46,1644.301
47,1644.903
48,1645.502
49,1645.905
50,1646.476
51,1646.994
52,1647.291
53,1647.758
54,1648.358
55,1648.832
56,1649.437
57,1650.069
58,1650.632
59,1651.118
60,1651.519
61,1652.014
62,1652.314
63,1652.618
64,1652.979
65,1653.310
66,1654.046
67,1654.287
68,1654.811
69,1655.485
70,1655.961
71,1656.546
72,1657.215
73,1657.654
74,1658.461
75,1659.137
76,1659.838
77,1660.737
78,1661.703
79,1662.192
80,1663.104
81,1664.197
82,1666.121
83,1669.535
84,1674.820
85,1678.821
86,1681.234
87,1683.911
88,1686.602
89,1688.990
90,1691.647
91,1692.732
92,1693.530
93,1695.319
94,1696.523
95,1741.535
96,1753.041
97,1760.547
98,1768.217
99,1773.295
100,1782.476
