starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 15:01:50 2021	1624107710	31	47	78	47
Sat Jun 19 15:01:50 2021	1624107710	32	47	79	36
Sat Jun 19 15:01:50 2021	1624107710	31	64	95	64
Sat Jun 19 15:01:50 2021	1624107710	32	95	126	95
Sat Jun 19 15:01:50 2021	1624107710	31	127	158	94
Sat Jun 19 15:01:50 2021	1624107710	32	159	191	127
Sat Jun 19 15:01:50 2021	1624107710	36	191	227	158
Sat Jun 19 15:01:50 2021	1624107710	32	227	259	194
Sat Jun 19 15:01:50 2021	1624107710	33	259	292	227
Sat Jun 19 15:01:50 2021	1624107710	33	292	325	260
Sat Jun 19 15:01:50 2021	1624107710	32	325	358	293
Sat Jun 19 15:01:50 2021	1624107710	33	358	391	325
Sat Jun 19 15:01:50 2021	1624107710	30	391	421	359
Sat Jun 19 15:01:50 2021	1624107710	33	421	454	389
Sat Jun 19 15:01:50 2021	1624107710	33	454	487	422
Sat Jun 19 15:01:49 2021	1624107709	36	488	524	454
Sat Jun 19 15:01:49 2021	1624107709	34	525	559	493
Sat Jun 19 15:01:49 2021	1624107709	29	559	588	527
Sat Jun 19 15:01:49 2021	1624107709	35	588	623	556
Sat Jun 19 15:01:49 2021	1624107709	33	623	656	591
Sat Jun 19 15:01:49 2021	1624107709	30	656	686	623
Sat Jun 19 15:01:49 2021	1624107709	33	686	719	654
Sat Jun 19 15:01:49 2021	1624107709	33	719	752	687
Sat Jun 19 15:01:49 2021	1624107709	33	752	785	720
Sat Jun 19 15:01:49 2021	1624107709	31	786	818	753
Sat Jun 19 15:01:49 2021	1624107709	30	818	847	785
Sat Jun 19 15:01:49 2021	1624107709	35	847	882	815
Sat Jun 19 15:01:49 2021	1624107709	33	882	915	849
Sat Jun 19 15:01:49 2021	1624107709	31	916	947	884
Sat Jun 19 15:01:49 2021	1624107709	37	947	985	915
Sat Jun 19 15:01:49 2021	1624107709	30	986	1016	952
Sat Jun 19 15:01:49 2021	1624107709	35	1016	1051	983
