Percentage served,Time in ms
0,60.777
1,62.944
2,63.001
3,63.564
4,64.000
5,64.124
6,64.322
7,64.346
8,64.614
9,65.163
10,65.215
11,65.242
12,65.339
13,65.642
14,65.791
15,65.799
16,65.994
17,65.999
18,66.000
19,66.158
20,66.528
21,66.746
22,67.001
23,67.033
24,67.169
25,67.415
26,67.844
27,68.001
28,68.001
29,68.029
30,68.438
31,68.455
32,68.518
33,68.842
34,68.999
35,69.000
36,69.054
37,69.076
38,69.194
39,69.213
40,69.800
41,69.812
42,69.814
43,69.836
44,69.865
45,69.874
46,69.975
47,70.002
48,70.187
49,70.973
50,71.000
51,71.000
52,71.072
53,71.142
54,71.267
55,71.307
56,71.410
57,71.464
58,71.513
59,71.599
60,71.979
61,72.000
62,72.000
63,72.001
64,72.056
65,72.500
66,72.969
67,73.000
68,73.198
69,73.335
70,73.553
71,73.597
72,73.731
73,73.999
74,74.000
75,74.031
76,74.353
77,74.443
78,74.999
79,75.299
80,76.000
81,76.031
82,76.553
83,77.000
84,77.551
85,77.812
86,78.287
87,78.325
88,78.423
89,79.041
90,79.951
91,79.998
92,80.853
93,81.999
94,83.247
95,84.189
96,85.450
97,86.251
98,88.208
99,100.180
100,100.180
