starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 15:02:02 2021	1624107722	26	33	59	32
Sat Jun 19 15:01:55 2021	1624107715	27	33	60	33
Sat Jun 19 15:01:54 2021	1624107714	26	35	61	34
Sat Jun 19 15:02:00 2021	1624107720	25	36	61	35
Sat Jun 19 15:01:53 2021	1624107713	28	34	62	34
Sat Jun 19 15:02:01 2021	1624107721	27	34	62	34
Sat Jun 19 15:01:55 2021	1624107715	27	35	62	34
Sat Jun 19 15:02:02 2021	1624107722	25	37	62	36
Sat Jun 19 15:01:53 2021	1624107713	28	34	62	34
Sat Jun 19 15:02:00 2021	1624107720	28	34	62	33
Sat Jun 19 15:02:00 2021	1624107720	26	36	62	34
Sat Jun 19 15:02:01 2021	1624107721	27	36	63	36
Sat Jun 19 15:01:55 2021	1624107715	28	35	63	34
Sat Jun 19 15:01:59 2021	1624107719	28	35	63	34
Sat Jun 19 15:01:53 2021	1624107713	26	37	63	37
Sat Jun 19 15:01:52 2021	1624107712	28	35	63	34
Sat Jun 19 15:02:02 2021	1624107722	29	35	63	35
Sat Jun 19 15:02:02 2021	1624107722	29	35	64	34
Sat Jun 19 15:01:59 2021	1624107719	28	35	64	34
Sat Jun 19 15:01:54 2021	1624107714	30	34	64	33
Sat Jun 19 15:01:57 2021	1624107717	27	37	64	36
Sat Jun 19 15:02:01 2021	1624107721	30	34	64	33
Sat Jun 19 15:01:59 2021	1624107719	27	38	65	37
Sat Jun 19 15:01:54 2021	1624107714	29	35	65	34
Sat Jun 19 15:01:53 2021	1624107713	28	37	65	36
Sat Jun 19 15:02:01 2021	1624107721	30	35	65	35
Sat Jun 19 15:01:59 2021	1624107719	29	36	65	35
Sat Jun 19 15:01:58 2021	1624107718	31	35	65	35
Sat Jun 19 15:01:50 2021	1624107710	27	38	65	37
Sat Jun 19 15:01:51 2021	1624107711	28	37	65	36
Sat Jun 19 15:01:52 2021	1624107712	30	35	65	34
Sat Jun 19 15:01:54 2021	1624107714	33	33	66	32
Sat Jun 19 15:02:04 2021	1624107724	28	38	66	38
Sat Jun 19 15:01:52 2021	1624107712	32	34	66	33
Sat Jun 19 15:01:54 2021	1624107714	31	35	66	34
Sat Jun 19 15:02:01 2021	1624107721	30	36	66	35
Sat Jun 19 15:02:02 2021	1624107722	29	37	66	36
Sat Jun 19 15:01:59 2021	1624107719	29	37	66	37
Sat Jun 19 15:01:55 2021	1624107715	31	35	66	34
Sat Jun 19 15:01:56 2021	1624107716	31	35	66	34
Sat Jun 19 15:01:50 2021	1624107710	30	37	66	37
Sat Jun 19 15:01:58 2021	1624107718	30	36	66	35
Sat Jun 19 15:02:03 2021	1624107723	31	35	66	34
Sat Jun 19 15:02:04 2021	1624107724	31	36	66	35
Sat Jun 19 15:01:57 2021	1624107717	30	37	67	35
Sat Jun 19 15:01:50 2021	1624107710	28	39	67	39
Sat Jun 19 15:01:53 2021	1624107713	30	36	67	35
Sat Jun 19 15:01:59 2021	1624107719	32	35	67	34
Sat Jun 19 15:02:03 2021	1624107723	32	35	67	33
Sat Jun 19 15:02:00 2021	1624107720	32	35	67	34
Sat Jun 19 15:02:00 2021	1624107720	29	38	67	37
Sat Jun 19 15:02:01 2021	1624107721	29	38	67	38
Sat Jun 19 15:01:51 2021	1624107711	30	37	67	37
Sat Jun 19 15:01:52 2021	1624107712	30	37	67	37
Sat Jun 19 15:02:02 2021	1624107722	33	34	67	34
Sat Jun 19 15:01:52 2021	1624107712	29	38	67	38
Sat Jun 19 15:01:58 2021	1624107718	32	35	67	35
Sat Jun 19 15:02:00 2021	1624107720	31	37	68	37
Sat Jun 19 15:02:03 2021	1624107723	31	37	68	36
Sat Jun 19 15:02:00 2021	1624107720	28	40	68	40
Sat Jun 19 15:01:56 2021	1624107716	32	36	68	35
Sat Jun 19 15:02:04 2021	1624107724	31	36	68	36
Sat Jun 19 15:02:04 2021	1624107724	29	39	68	39
Sat Jun 19 15:02:00 2021	1624107720	29	39	68	39
Sat Jun 19 15:01:56 2021	1624107716	29	39	68	38
Sat Jun 19 15:01:51 2021	1624107711	29	39	68	37
Sat Jun 19 15:01:58 2021	1624107718	30	38	68	37
Sat Jun 19 15:01:52 2021	1624107712	29	39	68	39
Sat Jun 19 15:01:56 2021	1624107716	28	40	68	39
Sat Jun 19 15:02:04 2021	1624107724	33	35	68	34
Sat Jun 19 15:01:53 2021	1624107713	29	39	68	39
Sat Jun 19 15:02:00 2021	1624107720	32	36	68	36
Sat Jun 19 15:01:59 2021	1624107719	31	37	68	36
Sat Jun 19 15:01:56 2021	1624107716	29	39	69	38
Sat Jun 19 15:01:59 2021	1624107719	34	34	69	34
Sat Jun 19 15:01:53 2021	1624107713	32	37	69	37
Sat Jun 19 15:01:56 2021	1624107716	35	34	69	34
Sat Jun 19 15:01:51 2021	1624107711	30	39	69	38
Sat Jun 19 15:02:03 2021	1624107723	29	40	69	39
Sat Jun 19 15:01:52 2021	1624107712	30	40	69	40
