starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 15:01:29 2021	1624107689	32	38	70	37
Sat Jun 19 15:01:29 2021	1624107689	37	41	78	40
Sat Jun 19 15:01:29 2021	1624107689	29	69	98	69
Sat Jun 19 15:01:29 2021	1624107689	30	98	128	98
Sat Jun 19 15:01:29 2021	1624107689	29	128	157	128
Sat Jun 19 15:01:29 2021	1624107689	32	157	189	157
Sat Jun 19 15:01:29 2021	1624107689	36	189	225	189
Sat Jun 19 15:01:29 2021	1624107689	33	225	258	225
Sat Jun 19 15:01:29 2021	1624107689	27	258	285	258
Sat Jun 19 15:01:29 2021	1624107689	26	320	346	35
