Percentage served,Time in ms
0,77.953
1,79.150
2,94.763
3,126.376
4,158.082
5,190.848
6,226.564
7,259.030
8,292.034
9,325.066
10,357.555
11,390.969
12,420.986
13,454.150
14,486.823
15,524.213
16,559.241
17,588.223
18,622.936
19,655.680
20,685.926
21,719.058
22,752.232
23,785.246
24,817.519
25,847.304
26,881.892
27,915.112
28,947.264
29,984.652
30,1015.739
31,1050.706
32,1085.847
33,1117.602
34,1146.923
35,1174.924
36,1205.934
37,1238.797
38,1268.796
39,1303.770
40,1338.310
41,1369.305
42,1402.710
43,1433.721
44,1465.477
45,1500.539
46,1530.495
47,1564.496
48,1582.062
49,1585.736
50,1586.198
51,1586.307
52,1589.541
53,1589.979
54,1590.318
55,1590.835
56,1591.548
57,1591.645
58,1592.424
59,1592.688
60,1593.358
61,1593.448
62,1594.401
63,1594.495
64,1594.885
65,1595.167
66,1596.212
67,1596.492
68,1597.177
69,1597.195
70,1597.299
71,1598.174
72,1598.570
73,1598.654
74,1598.802
75,1599.847
76,1600.513
77,1600.886
78,1601.184
79,1601.892
80,1603.230
81,1604.385
82,1605.140
83,1609.250
84,1609.567
85,1609.894
86,1611.227
87,1612.405
88,1612.746
89,1617.273
90,1619.738
91,1619.977
92,1620.699
93,1620.915
94,1622.301
95,1622.979
96,1623.631
97,1623.775
98,1626.519
99,1633.680
100,1633.680
