Percentage served,Time in ms
0,78.068
1,84.042
2,99.066
3,130.097
4,161.066
5,194.096
6,223.066
7,257.214
8,292.214
9,327.214
10,360.167
11,391.184
12,423.155
13,466.154
14,498.158
15,529.131
16,561.726
17,593.728
18,624.696
19,644.980
20,645.475
21,647.063
22,649.397
23,650.069
24,650.696
25,650.719
26,651.064
27,651.424
28,652.246
29,652.363
30,652.645
31,652.828
32,652.897
33,653.053
34,653.199
35,653.401
36,653.448
37,654.366
38,654.379
39,654.617
40,654.621
41,654.943
42,654.957
43,655.073
44,655.343
45,655.530
46,655.549
47,655.557
48,655.582
49,655.690
50,655.863
51,655.977
52,656.082
53,656.133
54,656.145
55,656.147
56,656.184
57,656.479
58,656.509
59,656.573
60,656.582
61,656.614
62,656.728
63,656.917
64,657.011
65,657.091
66,657.163
67,657.581
68,657.581
69,657.695
70,657.843
71,657.962
72,657.975
73,658.271
74,658.681
75,658.719
76,658.923
77,658.926
78,659.247
79,659.960
80,660.708
81,660.771
82,660.814
83,660.947
84,661.270
85,661.960
86,662.892
87,663.572
88,664.101
89,664.637
90,664.690
91,664.691
92,666.272
93,666.537
94,666.919
95,668.177
96,671.755
97,672.253
98,675.725
99,686.328
100,686.328
