Percentage served,Time in ms
0,71.263
1,103.698
2,164.482
3,231.022
4,292.163
5,316.685
6,319.988
7,321.789
8,322.129
9,322.282
10,322.498
11,323.170
12,323.583
13,323.906
14,324.048
15,324.582
16,324.999
17,325.468
18,325.724
19,325.870
20,325.942
21,326.147
22,326.264
23,326.349
24,326.641
25,327.015
26,327.247
27,327.836
28,327.995
29,328.369
30,328.483
31,328.716
32,328.941
33,329.180
34,329.255
35,329.428
36,329.487
37,329.593
38,329.595
39,329.629
40,329.969
41,329.996
42,330.170
43,330.353
44,330.412
45,330.620
46,330.718
47,330.826
48,330.911
49,330.993
50,331.068
51,331.373
52,331.754
53,331.849
54,331.979
55,332.008
56,332.049
57,332.299
58,332.395
59,332.459
60,332.578
61,332.620
62,332.757
63,333.193
64,333.441
65,333.473
66,333.680
67,333.953
68,334.529
69,334.863
70,335.122
71,335.378
72,335.439
73,335.636
74,336.285
75,336.402
76,336.830
77,336.985
78,337.029
79,337.614
80,337.728
81,338.025
82,338.409
83,338.828
84,339.262
85,339.378
86,339.440
87,339.519
88,340.090
89,340.313
90,341.347
91,341.450
92,342.552
93,342.629
94,342.689
95,343.349
96,345.328
97,345.718
98,347.550
99,352.608
100,373.530
