Percentage served,Time in ms
0,68.991
1,73.737
2,95.805
3,127.356
4,161.225
5,196.238
6,225.714
7,253.761
8,288.726
9,309.199
10,310.328
11,316.648
12,317.939
13,318.127
14,318.926
15,319.081
16,319.894
17,319.955
18,320.536
19,320.898
20,321.148
21,321.255
22,321.370
23,322.036
24,322.080
25,322.792
26,322.925
27,322.948
28,323.589
29,323.770
30,323.956
31,324.221
32,324.346
33,324.472
34,324.544
35,324.950
36,325.356
37,325.484
38,325.556
39,325.710
40,325.812
41,325.851
42,326.348
43,326.355
44,326.424
45,326.437
46,326.451
47,326.498
48,326.629
49,326.711
50,326.935
51,327.294
52,327.409
53,327.520
54,327.716
55,327.812
56,327.874
57,328.027
58,328.040
59,328.136
60,328.368
61,328.542
62,328.984
63,329.257
64,329.342
65,329.672
66,329.735
67,329.914
68,330.082
69,330.296
70,330.324
71,331.000
72,331.097
73,331.274
74,331.412
75,332.009
76,333.725
77,333.882
78,334.335
79,334.564
80,336.178
81,336.448
82,336.784
83,336.813
84,336.849
85,337.550
86,339.175
87,339.338
88,339.517
89,339.928
90,340.238
91,344.294
92,344.296
93,344.894
94,344.938
95,345.747
96,346.981
97,348.419
98,348.619
99,350.697
100,350.697
