Percentage served,Time in ms
0,313.204
1,313.204
2,313.204
3,725.287
4,725.287
5,725.287
6,725.287
7,725.287
8,774.990
9,774.990
10,774.990
11,774.990
12,774.990
13,785.997
14,785.997
15,785.997
16,785.997
17,785.997
18,821.965
19,821.965
20,821.965
21,821.965
22,821.965
23,823.659
24,823.659
25,823.659
26,823.659
27,823.659
28,827.269
29,827.269
30,827.269
31,827.269
32,827.269
33,828.098
34,828.098
35,828.098
36,828.098
37,828.098
38,858.667
39,858.667
40,858.667
41,858.667
42,858.667
43,859.908
44,859.908
45,859.908
46,859.908
47,859.908
48,861.873
49,861.873
50,861.873
51,861.873
52,861.873
53,1056.345
54,1056.345
55,1056.345
56,1056.345
57,1056.345
58,16050.316
59,16050.316
60,16050.316
61,16050.316
62,16050.316
63,21325.650
64,21325.650
65,21325.650
66,21325.650
67,21325.650
68,21363.085
69,21363.085
70,21363.085
71,21363.085
72,21363.085
73,21392.781
74,21392.781
75,21392.781
76,21392.781
77,21392.781
78,21422.386
79,21422.386
80,21422.386
81,21422.386
82,21422.386
83,21459.777
84,21459.777
85,21459.777
86,21459.777
87,21459.777
88,21471.261
89,21471.261
90,21471.261
91,21471.261
92,21471.261
93,21490.788
94,21490.788
95,21490.788
96,21490.788
97,21490.788
98,2264417840.960
99,2264417840.960
100,21490.788
