Percentage served,Time in ms
0,99.458
1,99.458
2,99.458
3,101.556
4,101.556
5,101.556
6,101.556
7,101.556
8,137.487
9,137.487
10,137.487
11,137.487
12,137.487
13,148.464
14,148.464
15,148.464
16,148.464
17,148.464
18,149.511
19,149.511
20,149.511
21,149.511
22,149.511
23,149.593
24,149.593
25,149.593
26,149.593
27,149.593
28,222.269
29,222.269
30,222.269
31,222.269
32,222.269
33,265.172
34,265.172
35,265.172
36,265.172
37,265.172
38,304.982
39,304.982
40,304.982
41,304.982
42,304.982
43,376.177
44,376.177
45,376.177
46,376.177
47,376.177
48,399.369
49,399.369
50,399.369
51,399.369
52,399.369
53,405.531
54,405.531
55,405.531
56,405.531
57,405.531
58,543.224
59,543.224
60,543.224
61,543.224
62,543.224
63,677.070
64,677.070
65,677.070
66,677.070
67,677.070
68,871.705
69,871.705
70,871.705
71,871.705
72,871.705
73,976.476
74,976.476
75,976.476
76,976.476
77,976.476
78,1160.333
79,1160.333
80,1160.333
81,1160.333
82,1160.333
83,6929.985
84,6929.985
85,6929.985
86,6929.985
87,6929.985
88,10462.590
89,10462.590
90,10462.590
91,10462.590
92,10462.590
93,19888.142
94,19888.142
95,19888.142
96,19888.142
97,19888.142
98,2256957613.344
99,2256957613.344
100,19888.142
