Percentage served,Time in ms
0,4.892
1,4.892
2,4.892
3,4.892
4,4.892
5,6.002
6,6.002
7,6.002
8,6.002
9,6.002
10,6.002
11,6.002
12,6.002
13,6.002
14,6.002
15,6.002
16,6.002
17,6.002
18,6.002
19,6.002
20,6.002
21,6.002
22,6.002
23,6.002
24,6.002
25,6.392
26,6.392
27,6.392
28,6.392
29,6.392
30,6.392
31,6.392
32,6.392
33,6.392
34,6.392
35,6.998
36,6.998
37,6.998
38,6.998
39,6.998
40,6.998
41,6.998
42,6.998
43,6.998
44,6.998
45,7.998
46,7.998
47,7.998
48,7.998
49,7.998
50,7.998
51,7.998
52,7.998
53,7.998
54,7.998
55,8.024
56,8.024
57,8.024
58,8.024
59,8.024
60,8.024
61,8.024
62,8.024
63,8.024
64,8.024
65,9.915
66,9.915
67,9.915
68,9.915
69,9.915
70,9.915
71,9.915
72,9.915
73,9.915
74,9.915
75,11.998
76,11.998
77,11.998
78,11.998
79,11.998
80,11.998
81,11.998
82,11.998
83,11.998
84,11.998
85,13.000
86,13.000
87,13.000
88,13.000
89,13.000
90,13.000
91,13.000
92,13.000
93,13.000
94,13.000
95,2074330957.600
96,2074330957.600
97,2074330957.600
98,2074330957.600
99,2074330957.600
100,13.000
