Percentage served,Time in ms
0,8.000
1,8.000
2,11.000
3,17.368
4,17.368
5,18.369
6,21.000
7,21.058
8,22.395
9,22.395
10,22.397
11,22.397
12,23.054
13,23.398
14,23.512
15,23.514
16,24.399
17,24.514
18,25.056
19,25.997
20,26.003
21,26.003
22,26.053
23,26.056
24,26.056
25,26.369
26,26.395
27,26.998
28,27.002
29,27.004
30,27.052
31,27.057
32,27.398
33,27.995
34,27.999
35,28.003
36,28.021
37,28.051
38,28.053
39,28.369
40,28.996
41,29.000
42,29.028
43,29.053
44,29.054
45,29.428
46,29.483
47,29.512
48,29.996
49,30.052
50,30.053
51,30.053
52,30.397
53,30.399
54,30.482
55,30.482
56,30.513
57,30.513
58,31.052
59,31.053
60,31.056
61,31.394
62,31.398
63,31.993
64,31.997
65,32.001
66,32.029
67,32.991
68,32.993
69,32.998
70,33.027
71,33.512
72,33.997
73,34.000
74,34.993
75,35.512
76,35.996
77,36.026
78,36.512
79,37.000
80,37.050
81,37.051
82,37.513
83,37.513
84,38.001
85,38.025
86,38.512
87,39.028
88,39.513
89,39.996
90,40.003
91,40.029
92,41.030
93,41.992
94,41.995
95,42.510
96,43.510
97,43.511
98,44.486
99,45.398
100,45.398
