Percentage served,Time in ms
0,56.046
1,168.241
2,306.820
3,448.326
4,589.857
5,721.682
6,857.789
7,986.181
8,1123.700
9,1270.669
10,1352.097
11,1354.371
12,1355.802
13,1357.276
14,1359.199
15,1360.667
16,1361.312
17,1362.579
18,1363.102
19,1364.080
20,1364.955
21,1366.180
22,1367.712
23,1368.632
24,1369.060
25,1369.805
26,1371.035
27,1372.424
28,1374.070
29,1376.778
30,1376.996
31,1377.624
32,1378.915
33,1379.881
34,1380.719
35,1381.502
36,1382.278
37,1383.694
38,1384.654
39,1386.047
40,1387.406
41,1387.753
42,1388.816
43,1389.620
44,1390.226
45,1390.640
46,1390.878
47,1391.199
48,1391.514
49,1391.933
50,1392.310
51,1392.798
52,1393.058
53,1393.550
54,1393.840
55,1394.351
56,1394.769
57,1395.358
58,1395.876
59,1396.016
60,1396.334
61,1396.710
62,1397.219
63,1397.525
64,1397.829
65,1398.294
66,1398.581
67,1399.215
68,1400.120
69,1400.659
70,1400.968
71,1401.234
72,1401.748
73,1402.354
74,1402.640
75,1403.224
76,1404.036
77,1404.387
78,1404.839
79,1405.387
80,1405.723
81,1406.111
82,1406.936
83,1407.587
84,1408.222
85,1409.716
86,1411.462
87,1413.468
88,1415.196
89,1416.925
90,1418.219
91,1422.414
92,1426.660
93,1429.519
94,1433.607
95,1436.234
96,1445.075
97,1448.409
98,1450.583
99,1453.322
100,1459.593
