Percentage served,Time in ms
0,53.655
1,59.456
2,84.342
3,109.634
4,140.515
5,168.117
6,197.513
7,219.840
8,248.956
9,276.329
10,306.760
11,331.977
12,359.635
13,389.901
14,419.492
15,448.516
16,481.111
17,510.669
18,537.526
19,543.667
20,544.654
21,544.752
22,545.501
23,546.825
24,546.863
25,547.431
26,548.808
27,549.431
28,549.851
29,549.980
30,550.245
31,550.280
32,550.619
33,550.639
34,550.978
35,551.279
36,551.316
37,551.734
38,553.317
39,553.352
40,553.619
41,554.077
42,554.196
43,554.324
44,554.707
45,555.361
46,555.751
47,555.889
48,555.892
49,555.913
50,555.964
51,556.051
52,556.099
53,556.607
54,556.642
55,556.877
56,557.084
57,557.147
58,557.309
59,557.343
60,557.454
61,557.694
62,557.814
63,558.477
64,558.790
65,559.376
66,560.255
67,560.714
68,560.780
69,560.947
70,561.598
71,561.670
72,561.699
73,561.781
74,562.395
75,562.405
76,562.568
77,562.743
78,563.068
79,563.339
80,563.529
81,563.564
82,563.927
83,564.111
84,564.168
85,564.202
86,564.223
87,564.266
88,564.687
89,564.707
90,565.210
91,566.073
92,566.499
93,566.590
94,566.673
95,567.151
96,567.842
97,567.919
98,570.465
99,580.307
100,580.307
