Percentage served,Time in ms
0,51.285
1,52.381
2,77.999
3,105.813
4,136.273
5,159.090
6,184.932
7,212.188
8,243.731
9,264.068
10,264.374
11,265.502
12,266.155
13,267.152
14,267.496
15,268.142
16,268.229
17,268.280
18,268.522
19,268.542
20,268.544
21,268.854
22,269.609
23,269.617
24,270.168
25,270.290
26,270.360
27,270.560
28,270.796
29,270.821
30,271.466
31,271.541
32,271.740
33,271.809
34,271.876
35,272.076
36,272.077
37,272.224
38,272.509
39,272.779
40,272.827
41,272.835
42,273.259
43,273.266
44,273.294
45,273.540
46,273.708
47,273.778
48,273.880
49,274.132
50,274.262
51,274.382
52,274.401
53,274.719
54,274.747
55,274.790
56,274.828
57,274.971
58,275.028
59,275.033
60,275.276
61,275.612
62,275.698
63,275.938
64,276.127
65,276.350
66,277.362
67,277.394
68,277.427
69,277.554
70,277.714
71,277.756
72,277.809
73,278.072
74,278.301
75,278.464
76,279.079
77,279.092
78,279.383
79,279.399
80,279.530
81,279.704
82,279.969
83,280.155
84,280.209
85,280.627
86,281.213
87,281.520
88,282.121
89,282.172
90,282.327
91,283.064
92,284.599
93,284.706
94,284.856
95,285.454
96,285.606
97,285.656
98,286.287
99,286.976
100,286.976
