starttime	seconds	ctime	dtime	ttime	wait
Sat Jun 19 16:03:41 2021	1624111421	26	28	54	27
Sat Jun 19 16:03:41 2021	1624111421	30	27	57	26
Sat Jun 19 16:03:41 2021	1624111421	31	57	88	56
Sat Jun 19 16:03:41 2021	1624111421	33	88	121	87
Sat Jun 19 16:03:41 2021	1624111421	30	120	150	120
Sat Jun 19 16:03:41 2021	1624111421	26	150	176	150
Sat Jun 19 16:03:41 2021	1624111421	30	176	206	176
Sat Jun 19 16:03:41 2021	1624111421	23	206	229	206
Sat Jun 19 16:03:41 2021	1624111421	28	229	258	229
Sat Jun 19 16:03:41 2021	1624111421	28	258	286	258
Sat Jun 19 16:03:41 2021	1624111421	30	286	316	286
Sat Jun 19 16:03:41 2021	1624111421	24	316	340	316
Sat Jun 19 16:03:41 2021	1624111421	29	340	370	340
Sat Jun 19 16:03:41 2021	1624111421	28	370	397	370
Sat Jun 19 16:03:41 2021	1624111421	37	397	434	397
Sat Jun 19 16:03:41 2021	1624111421	31	434	466	434
Sat Jun 19 16:03:41 2021	1624111421	28	466	494	466
Sat Jun 19 16:03:41 2021	1624111421	30	494	524	494
Sat Jun 19 16:03:41 2021	1624111421	29	524	553	524
Sat Jun 19 16:03:41 2021	1624111421	27	553	580	553
Sat Jun 19 16:03:41 2021	1624111421	27	580	607	580
Sat Jun 19 16:03:41 2021	1624111421	35	608	643	608
Sat Jun 19 16:03:41 2021	1624111421	29	643	672	643
Sat Jun 19 16:03:40 2021	1624111420	24	672	696	672
Sat Jun 19 16:03:40 2021	1624111420	27	696	722	696
Sat Jun 19 16:03:40 2021	1624111420	28	722	750	722
Sat Jun 19 16:03:40 2021	1624111420	29	750	779	750
Sat Jun 19 16:03:36 2021	1624111416	24	767	790	633
Sat Jun 19 16:03:36 2021	1624111416	21	769	791	769
Sat Jun 19 16:03:36 2021	1624111416	29	766	794	656
Sat Jun 19 16:03:36 2021	1624111416	29	767	796	685
Sat Jun 19 16:03:36 2021	1624111416	26	770	796	579
Sat Jun 19 16:03:36 2021	1624111416	28	768	796	714
Sat Jun 19 16:03:36 2021	1624111416	30	766	796	550
Sat Jun 19 16:03:36 2021	1624111416	27	771	798	742
Sat Jun 19 16:03:36 2021	1624111416	22	776	798	776
Sat Jun 19 16:03:36 2021	1624111416	27	772	799	606
Sat Jun 19 16:03:36 2021	1624111416	22	778	800	527
Sat Jun 19 16:03:37 2021	1624111417	24	778	802	503
Sat Jun 19 16:03:36 2021	1624111416	24	778	802	504
Sat Jun 19 16:03:36 2021	1624111416	25	777	802	450
Sat Jun 19 16:03:39 2021	1624111419	27	776	803	776
Sat Jun 19 16:03:36 2021	1624111416	28	776	804	476
Sat Jun 19 16:03:36 2021	1624111416	20	784	804	20
Sat Jun 19 16:03:39 2021	1624111419	29	776	805	754
Sat Jun 19 16:03:36 2021	1624111416	28	777	805	749
Sat Jun 19 16:03:37 2021	1624111417	27	778	806	668
Sat Jun 19 16:03:36 2021	1624111416	28	777	806	777
Sat Jun 19 16:03:36 2021	1624111416	27	780	806	187
Sat Jun 19 16:03:37 2021	1624111417	25	781	806	477
Sat Jun 19 16:03:36 2021	1624111416	25	782	807	751
Sat Jun 19 16:03:36 2021	1624111416	34	773	807	76
Sat Jun 19 16:03:36 2021	1624111416	23	784	807	139
