Percentage served,Time in ms
0,50.002
1,307.878
2,531.493
3,534.351
4,536.319
5,537.501
6,538.217
7,539.112
8,539.532
9,540.106
10,540.862
11,541.220
12,541.742
13,542.272
14,542.515
15,542.952
16,543.438
17,543.829
18,544.124
19,544.308
20,544.698
21,545.000
22,545.329
23,545.552
24,545.931
25,546.238
26,546.556
27,547.296
28,547.676
29,548.019
30,548.494
31,548.896
32,549.204
33,549.522
34,549.743
35,550.039
36,550.254
37,550.497
38,550.677
39,550.988
40,551.480
41,551.717
42,551.897
43,552.232
44,552.691
45,553.056
46,553.252
47,553.554
48,553.729
49,554.100
50,554.429
51,554.573
52,554.920
53,555.195
54,555.870
55,556.249
56,556.435
57,556.884
58,557.342
59,557.993
60,558.553
61,559.143
62,559.581
63,559.962
64,560.482
65,561.064
66,561.694
67,562.584
68,563.028
69,563.732
70,564.451
71,565.133
72,565.714
73,566.099
74,566.526
75,567.739
76,568.449
77,568.889
78,569.371
79,569.878
80,570.384
81,571.309
82,571.961
83,572.454
84,572.982
85,573.467
86,574.410
87,575.187
88,575.686
89,576.677
90,577.499
91,578.154
92,578.765
93,580.345
94,581.626
95,583.537
96,584.492
97,586.557
98,589.538
99,594.016
100,601.488
