Host n c meanctime meandtime
AWS 10 5 27 3018
AWS 20 5 27 3830
AWS 50 5 27 4729
AWS 75 5 27 5078
Azure 100 5 34 8021
Azure 10 5 34 9402
Azure 20 5 33 6980
Azure 50 5 34 7204
Azure 75 5 34 8052
GCP 10 5 25 4896
GCP 20 5 27 6892
GCP 50 5 27 7366
GCP 75 5 27 6916
RPI 20 5 1 12799
