Percentage served,Time in ms
0,299.727
1,319.502
2,319.502
3,344.517
4,344.517
5,365.995
6,365.995
7,390.470
8,390.470
9,392.682
10,392.682
11,394.841
12,394.841
13,395.503
14,395.503
15,395.574
16,395.574
17,395.773
18,395.773
19,395.798
20,395.798
21,397.564
22,397.564
23,424.775
24,424.775
25,448.728
26,448.728
27,476.000
28,476.000
29,502.221
30,502.221
31,679.895
32,679.895
33,706.584
34,706.584
35,732.815
36,732.815
37,758.378
38,758.378
39,781.194
40,781.194
41,792.239
42,792.239
43,823.317
44,823.317
45,835.539
46,835.539
47,849.414
48,849.414
49,850.080
50,850.080
51,854.191
52,854.191
53,858.388
54,858.388
55,879.856
56,879.856
57,899.411
58,899.411
59,900.671
60,900.671
61,901.823
62,901.823
63,902.389
64,902.389
65,908.447
66,908.447
67,921.775
68,921.775
69,922.150
70,922.150
71,925.635
72,925.635
73,936.369
74,936.369
75,961.222
76,961.222
77,973.650
78,973.650
79,974.229
80,974.229
81,981.663
82,981.663
83,982.827
84,982.827
85,987.631
86,987.631
87,1025.891
88,1025.891
89,1048.685
90,1048.685
91,1121.192
92,1121.192
93,1172.867
94,1172.867
95,1182.071
96,1182.071
97,1189.388
98,1189.388
99,2448695611.536
100,1189.388
