Percentage served,Time in ms
0,7.062
1,7.062
2,7.062
3,11.933
4,11.933
5,11.933
6,11.933
7,11.933
8,14.627
9,14.627
10,14.627
11,14.627
12,14.627
13,15.434
14,15.434
15,15.434
16,15.434
17,15.434
18,17.862
19,17.862
20,17.862
21,17.862
22,17.862
23,26.401
24,26.401
25,26.401
26,26.401
27,26.401
28,28.265
29,28.265
30,28.265
31,28.265
32,28.265
33,31.576
34,31.576
35,31.576
36,31.576
37,31.576
38,56.581
39,56.581
40,56.581
41,56.581
42,56.581
43,82.651
44,82.651
45,82.651
46,82.651
47,82.651
48,137.137
49,137.137
50,137.137
51,137.137
52,137.137
53,329.350
54,329.350
55,329.350
56,329.350
57,329.350
58,1257.058
59,1257.058
60,1257.058
61,1257.058
62,1257.058
63,4608.420
64,4608.420
65,4608.420
66,4608.420
67,4608.420
68,6047.196
69,6047.196
70,6047.196
71,6047.196
72,6047.196
73,7002.551
74,7002.551
75,7002.551
76,7002.551
77,7002.551
78,7002.853
79,7002.853
80,7002.853
81,7002.853
82,7002.853
83,7004.754
84,7004.754
85,7004.754
86,7004.754
87,7004.754
88,8003.116
89,8003.116
90,8003.116
91,8003.116
92,8003.116
93,26982.369
94,26982.369
95,26982.369
96,26982.369
97,26982.369
98,2340402428.816
99,2340402428.816
100,26982.369
